txn_id,wh_id,material_id,inv_txn_type_cd,txn_dt_key,txn_qty,ref_doc_no,txn_uom_cd,operator_nm,reason_cd
101742,WH_S_FG,MAT_RM_2009,ISS,20250829,-10,ISS101742,EA,SYSTEM,NORMAL
101743,WH_S_FG,MAT_RM_2010,RCV,20250829,26,RCV101743,EA,SYSTEM,NORMAL
101744,WH_S_FG,MAT_RM_2010,ISS,20250829,-11,ISS101744,EA,SYSTEM,NORMAL
101745,WH_E_RM,MAT_FG_1001,RCV,20250831,20,RCV101745,EA,SYSTEM,NORMAL
101746,WH_E_RM,MAT_FG_1001,ISS,20250831,-10,ISS101746,EA,SYSTEM,NORMAL
101747,WH_E_RM,MAT_FG_1002,RCV,20250831,21,RCV101747,EA,SYSTEM,NORMAL
101748,WH_E_RM,MAT_FG_1002,ISS,20250831,-11,ISS101748,EA,SYSTEM,NORMAL
101749,WH_E_RM,MAT_FG_1003,RCV,20250831,22,RCV101749,EA,SYSTEM,NORMAL
101750,WH_E_RM,MAT_FG_1003,ISS,20250831,-12,ISS101750,EA,SYSTEM,NORMAL
101751,WH_E_RM,MAT_FG_1004,RCV,20250831,23,RCV101751,EA,SYSTEM,NORMAL
101752,WH_E_RM,MAT_FG_1004,ISS,20250831,-13,ISS101752,EA,SYSTEM,NORMAL
101753,WH_E_RM,MAT_FG_1005,RCV,20250831,24,RCV101753,EA,SYSTEM,NORMAL
101754,WH_E_RM,MAT_FG_1005,ISS,20250831,-14,ISS101754,EA,SYSTEM,NORMAL
101755,WH_E_RM,MAT_FG_1006,RCV,20250831,25,RCV101755,EA,SYSTEM,NORMAL
101756,WH_E_RM,MAT_FG_1006,ISS,20250831,-15,ISS101756,EA,SYSTEM,NORMAL
101757,WH_E_RM,MAT_RM_2001,RCV,20250831,26,RCV101757,EA,SYSTEM,NORMAL
101758,WH_E_RM,MAT_RM_2001,ISS,20250831,-16,ISS101758,EA,SYSTEM,NORMAL
101759,WH_E_RM,MAT_RM_2002,RCV,20250831,27,RCV101759,EA,SYSTEM,NORMAL
101760,WH_E_RM,MAT_RM_2002,ISS,20250831,-10,ISS101760,EA,SYSTEM,NORMAL
101761,WH_E_RM,MAT_RM_2003,RCV,20250831,28,RCV101761,EA,SYSTEM,NORMAL
101762,WH_E_RM,MAT_RM_2003,ISS,20250831,-11,ISS101762,EA,SYSTEM,NORMAL
101763,WH_E_RM,MAT_RM_2004,RCV,20250831,20,RCV101763,EA,SYSTEM,NORMAL
101764,WH_E_RM,MAT_RM_2004,ISS,20250831,-12,ISS101764,EA,SYSTEM,NORMAL
101765,WH_E_RM,MAT_RM_2005,RCV,20250831,21,RCV101765,EA,SYSTEM,NORMAL
101766,WH_E_RM,MAT_RM_2005,ISS,20250831,-13,ISS101766,EA,SYSTEM,NORMAL
101767,WH_E_RM,MAT_RM_2006,RCV,20250831,22,RCV101767,EA,SYSTEM,NORMAL
101768,WH_E_RM,MAT_RM_2006,ISS,20250831,-14,ISS101768,EA,SYSTEM,NORMAL
101769,WH_E_RM,MAT_RM_2007,RCV,20250831,23,RCV101769,EA,SYSTEM,NORMAL
101770,WH_E_RM,MAT_RM_2007,ISS,20250831,-15,ISS101770,EA,SYSTEM,NORMAL
101771,WH_E_RM,MAT_RM_2008,RCV,20250831,24,RCV101771,EA,SYSTEM,NORMAL
101772,WH_E_RM,MAT_RM_2008,ISS,20250831,-16,ISS101772,EA,SYSTEM,NORMAL
101773,WH_E_RM,MAT_RM_2009,RCV,20250831,25,RCV101773,EA,SYSTEM,NORMAL
101774,WH_E_RM,MAT_RM_2009,ISS,20250831,-10,ISS101774,EA,SYSTEM,NORMAL
101775,WH_E_RM,MAT_RM_2010,RCV,20250831,26,RCV101775,EA,SYSTEM,NORMAL
101776,WH_E_RM,MAT_RM_2010,ISS,20250831,-11,ISS101776,EA,SYSTEM,NORMAL
101777,WH_E_FG,MAT_FG_1001,RCV,20250831,20,RCV101777,EA,SYSTEM,NORMAL
101778,WH_E_FG,MAT_FG_1001,ISS,20250831,-10,ISS101778,EA,SYSTEM,NORMAL
101779,WH_E_FG,MAT_FG_1002,RCV,20250831,21,RCV101779,EA,SYSTEM,NORMAL
101780,WH_E_FG,MAT_FG_1002,ISS,20250831,-11,ISS101780,EA,SYSTEM,NORMAL
101781,WH_E_FG,MAT_FG_1003,RCV,20250831,22,RCV101781,EA,SYSTEM,NORMAL
101782,WH_E_FG,MAT_FG_1003,ISS,20250831,-12,ISS101782,EA,SYSTEM,NORMAL
101783,WH_E_FG,MAT_FG_1004,RCV,20250831,23,RCV101783,EA,SYSTEM,NORMAL
101784,WH_E_FG,MAT_FG_1004,ISS,20250831,-13,ISS101784,EA,SYSTEM,NORMAL
101785,WH_E_FG,MAT_FG_1005,RCV,20250831,24,RCV101785,EA,SYSTEM,NORMAL
101786,WH_E_FG,MAT_FG_1005,ISS,20250831,-14,ISS101786,EA,SYSTEM,NORMAL
101787,WH_E_FG,MAT_FG_1006,RCV,20250831,25,RCV101787,EA,SYSTEM,NORMAL
101788,WH_E_FG,MAT_FG_1006,ISS,20250831,-15,ISS101788,EA,SYSTEM,NORMAL
101789,WH_E_FG,MAT_RM_2001,RCV,20250831,26,RCV101789,EA,SYSTEM,NORMAL
101790,WH_E_FG,MAT_RM_2001,ISS,20250831,-16,ISS101790,EA,SYSTEM,NORMAL
101791,WH_E_FG,MAT_RM_2002,RCV,20250831,27,RCV101791,EA,SYSTEM,NORMAL
101792,WH_E_FG,MAT_RM_2002,ISS,20250831,-10,ISS101792,EA,SYSTEM,NORMAL
101793,WH_E_FG,MAT_RM_2003,RCV,20250831,28,RCV101793,EA,SYSTEM,NORMAL
101794,WH_E_FG,MAT_RM_2003,ISS,20250831,-11,ISS101794,EA,SYSTEM,NORMAL
101795,WH_E_FG,MAT_RM_2004,RCV,20250831,20,RCV101795,EA,SYSTEM,NORMAL
101796,WH_E_FG,MAT_RM_2004,ISS,20250831,-12,ISS101796,EA,SYSTEM,NORMAL
101797,WH_E_FG,MAT_RM_2005,RCV,20250831,21,RCV101797,EA,SYSTEM,NORMAL
101798,WH_E_FG,MAT_RM_2005,ISS,20250831,-13,ISS101798,EA,SYSTEM,NORMAL
101799,WH_E_FG,MAT_RM_2006,RCV,20250831,22,RCV101799,EA,SYSTEM,NORMAL
101800,WH_E_FG,MAT_RM_2006,ISS,20250831,-14,ISS101800,EA,SYSTEM,NORMAL
101801,WH_E_FG,MAT_RM_2007,RCV,20250831,23,RCV101801,EA,SYSTEM,NORMAL
101802,WH_E_FG,MAT_RM_2007,ISS,20250831,-15,ISS101802,EA,SYSTEM,NORMAL
101803,WH_E_FG,MAT_RM_2008,RCV,20250831,24,RCV101803,EA,SYSTEM,NORMAL
101804,WH_E_FG,MAT_RM_2008,ISS,20250831,-16,ISS101804,EA,SYSTEM,NORMAL
101805,WH_E_FG,MAT_RM_2009,RCV,20250831,25,RCV101805,EA,SYSTEM,NORMAL
101806,WH_E_FG,MAT_RM_2009,ISS,20250831,-10,ISS101806,EA,SYSTEM,NORMAL
101807,WH_E_FG,MAT_RM_2010,RCV,20250831,26,RCV101807,EA,SYSTEM,NORMAL
101808,WH_E_FG,MAT_RM_2010,ISS,20250831,-11,ISS101808,EA,SYSTEM,NORMAL
101809,WH_S_RM,MAT_FG_1001,RCV,20250831,20,RCV101809,EA,SYSTEM,NORMAL
101810,WH_S_RM,MAT_FG_1001,ISS,20250831,-10,ISS101810,EA,SYSTEM,NORMAL
101811,WH_S_RM,MAT_FG_1002,RCV,20250831,21,RCV101811,EA,SYSTEM,NORMAL
101812,WH_S_RM,MAT_FG_1002,ISS,20250831,-11,ISS101812,EA,SYSTEM,NORMAL
101813,WH_S_RM,MAT_FG_1003,RCV,20250831,22,RCV101813,EA,SYSTEM,NORMAL
101814,WH_S_RM,MAT_FG_1003,ISS,20250831,-12,ISS101814,EA,SYSTEM,NORMAL
101815,WH_S_RM,MAT_FG_1004,RCV,20250831,23,RCV101815,EA,SYSTEM,NORMAL
101816,WH_S_RM,MAT_FG_1004,ISS,20250831,-13,ISS101816,EA,SYSTEM,NORMAL
101817,WH_S_RM,MAT_FG_1005,RCV,20250831,24,RCV101817,EA,SYSTEM,NORMAL
101818,WH_S_RM,MAT_FG_1005,ISS,20250831,-14,ISS101818,EA,SYSTEM,NORMAL
101819,WH_S_RM,MAT_FG_1006,RCV,20250831,25,RCV101819,EA,SYSTEM,NORMAL
101820,WH_S_RM,MAT_FG_1006,ISS,20250831,-15,ISS101820,EA,SYSTEM,NORMAL
101821,WH_S_RM,MAT_RM_2001,RCV,20250831,26,RCV101821,EA,SYSTEM,NORMAL
101822,WH_S_RM,MAT_RM_2001,ISS,20250831,-16,ISS101822,EA,SYSTEM,NORMAL
101823,WH_S_RM,MAT_RM_2002,RCV,20250831,27,RCV101823,EA,SYSTEM,NORMAL
101824,WH_S_RM,MAT_RM_2002,ISS,20250831,-10,ISS101824,EA,SYSTEM,NORMAL
101825,WH_S_RM,MAT_RM_2003,RCV,20250831,28,RCV101825,EA,SYSTEM,NORMAL
101826,WH_S_RM,MAT_RM_2003,ISS,20250831,-11,ISS101826,EA,SYSTEM,NORMAL
101827,WH_S_RM,MAT_RM_2004,RCV,20250831,20,RCV101827,EA,SYSTEM,NORMAL
101828,WH_S_RM,MAT_RM_2004,ISS,20250831,-12,ISS101828,EA,SYSTEM,NORMAL
101829,WH_S_RM,MAT_RM_2005,RCV,20250831,21,RCV101829,EA,SYSTEM,NORMAL
101830,WH_S_RM,MAT_RM_2005,ISS,20250831,-13,ISS101830,EA,SYSTEM,NORMAL
101831,WH_S_RM,MAT_RM_2006,RCV,20250831,22,RCV101831,EA,SYSTEM,NORMAL
101832,WH_S_RM,MAT_RM_2006,ISS,20250831,-14,ISS101832,EA,SYSTEM,NORMAL
101833,WH_S_RM,MAT_RM_2007,RCV,20250831,23,RCV101833,EA,SYSTEM,NORMAL
101834,WH_S_RM,MAT_RM_2007,ISS,20250831,-15,ISS101834,EA,SYSTEM,NORMAL
101835,WH_S_RM,MAT_RM_2008,RCV,20250831,24,RCV101835,EA,SYSTEM,NORMAL
101836,WH_S_RM,MAT_RM_2008,ISS,20250831,-16,ISS101836,EA,SYSTEM,NORMAL
101837,WH_S_RM,MAT_RM_2009,RCV,20250831,25,RCV101837,EA,SYSTEM,NORMAL
101838,WH_S_RM,MAT_RM_2009,ISS,20250831,-10,ISS101838,EA,SYSTEM,NORMAL
101839,WH_S_RM,MAT_RM_2010,RCV,20250831,26,RCV101839,EA,SYSTEM,NORMAL
101840,WH_S_RM,MAT_RM_2010,ISS,20250831,-11,ISS101840,EA,SYSTEM,NORMAL
101841,WH_S_FG,MAT_FG_1001,RCV,20250831,20,RCV101841,EA,SYSTEM,NORMAL
101842,WH_S_FG,MAT_FG_1001,ISS,20250831,-10,ISS101842,EA,SYSTEM,NORMAL
101843,WH_S_FG,MAT_FG_1002,RCV,20250831,21,RCV101843,EA,SYSTEM,NORMAL
101844,WH_S_FG,MAT_FG_1002,ISS,20250831,-11,ISS101844,EA,SYSTEM,NORMAL
101845,WH_S_FG,MAT_FG_1003,RCV,20250831,22,RCV101845,EA,SYSTEM,NORMAL
101846,WH_S_FG,MAT_FG_1003,ISS,20250831,-12,ISS101846,EA,SYSTEM,NORMAL
101847,WH_S_FG,MAT_FG_1004,RCV,20250831,23,RCV101847,EA,SYSTEM,NORMAL
101848,WH_S_FG,MAT_FG_1004,ISS,20250831,-13,ISS101848,EA,SYSTEM,NORMAL
101849,WH_S_FG,MAT_FG_1005,RCV,20250831,24,RCV101849,EA,SYSTEM,NORMAL
101850,WH_S_FG,MAT_FG_1005,ISS,20250831,-14,ISS101850,EA,SYSTEM,NORMAL
101851,WH_S_FG,MAT_FG_1006,RCV,20250831,25,RCV101851,EA,SYSTEM,NORMAL
101852,WH_S_FG,MAT_FG_1006,ISS,20250831,-15,ISS101852,EA,SYSTEM,NORMAL
101853,WH_S_FG,MAT_RM_2001,RCV,20250831,26,RCV101853,EA,SYSTEM,NORMAL
101854,WH_S_FG,MAT_RM_2001,ISS,20250831,-16,ISS101854,EA,SYSTEM,NORMAL
101855,WH_S_FG,MAT_RM_2002,RCV,20250831,27,RCV101855,EA,SYSTEM,NORMAL
101856,WH_S_FG,MAT_RM_2002,ISS,20250831,-10,ISS101856,EA,SYSTEM,NORMAL
101857,WH_S_FG,MAT_RM_2003,RCV,20250831,28,RCV101857,EA,SYSTEM,NORMAL
101858,WH_S_FG,MAT_RM_2003,ISS,20250831,-11,ISS101858,EA,SYSTEM,NORMAL
101859,WH_S_FG,MAT_RM_2004,RCV,20250831,20,RCV101859,EA,SYSTEM,NORMAL
101860,WH_S_FG,MAT_RM_2004,ISS,20250831,-12,ISS101860,EA,SYSTEM,NORMAL
101861,WH_S_FG,MAT_RM_2005,RCV,20250831,21,RCV101861,EA,SYSTEM,NORMAL
101862,WH_S_FG,MAT_RM_2005,ISS,20250831,-13,ISS101862,EA,SYSTEM,NORMAL
101863,WH_S_FG,MAT_RM_2006,RCV,20250831,22,RCV101863,EA,SYSTEM,NORMAL
101864,WH_S_FG,MAT_RM_2006,ISS,20250831,-14,ISS101864,EA,SYSTEM,NORMAL
101865,WH_S_FG,MAT_RM_2007,RCV,20250831,23,RCV101865,EA,SYSTEM,NORMAL
101866,WH_S_FG,MAT_RM_2007,ISS,20250831,-15,ISS101866,EA,SYSTEM,NORMAL
101867,WH_S_FG,MAT_RM_2008,RCV,20250831,24,RCV101867,EA,SYSTEM,NORMAL
101868,WH_S_FG,MAT_RM_2008,ISS,20250831,-16,ISS101868,EA,SYSTEM,NORMAL
101869,WH_S_FG,MAT_RM_2009,RCV,20250831,25,RCV101869,EA,SYSTEM,NORMAL
101870,WH_S_FG,MAT_RM_2009,ISS,20250831,-10,ISS101870,EA,SYSTEM,NORMAL
101871,WH_S_FG,MAT_RM_2010,RCV,20250831,26,RCV101871,EA,SYSTEM,NORMAL
101872,WH_S_FG,MAT_RM_2010,ISS,20250831,-11,ISS101872,EA,SYSTEM,NORMAL
101873,WH_E_RM,MAT_FG_1001,RCV,20250901,20,RCV101873,EA,SYSTEM,NORMAL
101874,WH_E_RM,MAT_FG_1001,ISS,20250901,-10,ISS101874,EA,SYSTEM,NORMAL
101875,WH_E_RM,MAT_FG_1002,RCV,20250901,21,RCV101875,EA,SYSTEM,NORMAL
101876,WH_E_RM,MAT_FG_1002,ISS,20250901,-11,ISS101876,EA,SYSTEM,NORMAL
101877,WH_E_RM,MAT_FG_1003,RCV,20250901,22,RCV101877,EA,SYSTEM,NORMAL
101878,WH_E_RM,MAT_FG_1003,ISS,20250901,-12,ISS101878,EA,SYSTEM,NORMAL
101879,WH_E_RM,MAT_FG_1004,RCV,20250901,23,RCV101879,EA,SYSTEM,NORMAL
101880,WH_E_RM,MAT_FG_1004,ISS,20250901,-13,ISS101880,EA,SYSTEM,NORMAL
101881,WH_E_RM,MAT_FG_1005,RCV,20250901,24,RCV101881,EA,SYSTEM,NORMAL
101882,WH_E_RM,MAT_FG_1005,ISS,20250901,-14,ISS101882,EA,SYSTEM,NORMAL
101883,WH_E_RM,MAT_FG_1006,RCV,20250901,25,RCV101883,EA,SYSTEM,NORMAL
101884,WH_E_RM,MAT_FG_1006,ISS,20250901,-15,ISS101884,EA,SYSTEM,NORMAL
101885,WH_E_RM,MAT_RM_2001,RCV,20250901,26,RCV101885,EA,SYSTEM,NORMAL
101886,WH_E_RM,MAT_RM_2001,ISS,20250901,-16,ISS101886,EA,SYSTEM,NORMAL
101887,WH_E_RM,MAT_RM_2002,RCV,20250901,27,RCV101887,EA,SYSTEM,NORMAL
101888,WH_E_RM,MAT_RM_2002,ISS,20250901,-10,ISS101888,EA,SYSTEM,NORMAL
101889,WH_E_RM,MAT_RM_2003,RCV,20250901,28,RCV101889,EA,SYSTEM,NORMAL
101890,WH_E_RM,MAT_RM_2003,ISS,20250901,-11,ISS101890,EA,SYSTEM,NORMAL
101891,WH_E_RM,MAT_RM_2004,RCV,20250901,20,RCV101891,EA,SYSTEM,NORMAL
101892,WH_E_RM,MAT_RM_2004,ISS,20250901,-12,ISS101892,EA,SYSTEM,NORMAL
101893,WH_E_RM,MAT_RM_2005,RCV,20250901,21,RCV101893,EA,SYSTEM,NORMAL
101894,WH_E_RM,MAT_RM_2005,ISS,20250901,-13,ISS101894,EA,SYSTEM,NORMAL
101895,WH_E_RM,MAT_RM_2006,RCV,20250901,22,RCV101895,EA,SYSTEM,NORMAL
101896,WH_E_RM,MAT_RM_2006,ISS,20250901,-14,ISS101896,EA,SYSTEM,NORMAL
101897,WH_E_RM,MAT_RM_2007,RCV,20250901,23,RCV101897,EA,SYSTEM,NORMAL
101898,WH_E_RM,MAT_RM_2007,ISS,20250901,-15,ISS101898,EA,SYSTEM,NORMAL
101899,WH_E_RM,MAT_RM_2008,RCV,20250901,24,RCV101899,EA,SYSTEM,NORMAL
101900,WH_E_RM,MAT_RM_2008,ISS,20250901,-16,ISS101900,EA,SYSTEM,NORMAL
101901,WH_E_RM,MAT_RM_2009,RCV,20250901,25,RCV101901,EA,SYSTEM,NORMAL
101902,WH_E_RM,MAT_RM_2009,ISS,20250901,-10,ISS101902,EA,SYSTEM,NORMAL
101903,WH_E_RM,MAT_RM_2010,RCV,20250901,26,RCV101903,EA,SYSTEM,NORMAL
101904,WH_E_RM,MAT_RM_2010,ISS,20250901,-11,ISS101904,EA,SYSTEM,NORMAL
101905,WH_E_FG,MAT_FG_1001,RCV,20250901,20,RCV101905,EA,SYSTEM,NORMAL
101906,WH_E_FG,MAT_FG_1001,ISS,20250901,-10,ISS101906,EA,SYSTEM,NORMAL
101907,WH_E_FG,MAT_FG_1002,RCV,20250901,21,RCV101907,EA,SYSTEM,NORMAL
101908,WH_E_FG,MAT_FG_1002,ISS,20250901,-11,ISS101908,EA,SYSTEM,NORMAL
101909,WH_E_FG,MAT_FG_1003,RCV,20250901,22,RCV101909,EA,SYSTEM,NORMAL
101910,WH_E_FG,MAT_FG_1003,ISS,20250901,-12,ISS101910,EA,SYSTEM,NORMAL
101911,WH_E_FG,MAT_FG_1004,RCV,20250901,23,RCV101911,EA,SYSTEM,NORMAL
101912,WH_E_FG,MAT_FG_1004,ISS,20250901,-13,ISS101912,EA,SYSTEM,NORMAL
101913,WH_E_FG,MAT_FG_1005,RCV,20250901,24,RCV101913,EA,SYSTEM,NORMAL
101914,WH_E_FG,MAT_FG_1005,ISS,20250901,-14,ISS101914,EA,SYSTEM,NORMAL
101915,WH_E_FG,MAT_FG_1006,RCV,20250901,25,RCV101915,EA,SYSTEM,NORMAL
101916,WH_E_FG,MAT_FG_1006,ISS,20250901,-15,ISS101916,EA,SYSTEM,NORMAL
101917,WH_E_FG,MAT_RM_2001,RCV,20250901,26,RCV101917,EA,SYSTEM,NORMAL
101918,WH_E_FG,MAT_RM_2001,ISS,20250901,-16,ISS101918,EA,SYSTEM,NORMAL
101919,WH_E_FG,MAT_RM_2002,RCV,20250901,27,RCV101919,EA,SYSTEM,NORMAL
101920,WH_E_FG,MAT_RM_2002,ISS,20250901,-10,ISS101920,EA,SYSTEM,NORMAL
101921,WH_E_FG,MAT_RM_2003,RCV,20250901,28,RCV101921,EA,SYSTEM,NORMAL
101922,WH_E_FG,MAT_RM_2003,ISS,20250901,-11,ISS101922,EA,SYSTEM,NORMAL
101923,WH_E_FG,MAT_RM_2004,RCV,20250901,20,RCV101923,EA,SYSTEM,NORMAL
101924,WH_E_FG,MAT_RM_2004,ISS,20250901,-12,ISS101924,EA,SYSTEM,NORMAL
101925,WH_E_FG,MAT_RM_2005,RCV,20250901,21,RCV101925,EA,SYSTEM,NORMAL
101926,WH_E_FG,MAT_RM_2005,ISS,20250901,-13,ISS101926,EA,SYSTEM,NORMAL
101927,WH_E_FG,MAT_RM_2006,RCV,20250901,22,RCV101927,EA,SYSTEM,NORMAL
101928,WH_E_FG,MAT_RM_2006,ISS,20250901,-14,ISS101928,EA,SYSTEM,NORMAL
101929,WH_E_FG,MAT_RM_2007,RCV,20250901,23,RCV101929,EA,SYSTEM,NORMAL
101930,WH_E_FG,MAT_RM_2007,ISS,20250901,-15,ISS101930,EA,SYSTEM,NORMAL
101931,WH_E_FG,MAT_RM_2008,RCV,20250901,24,RCV101931,EA,SYSTEM,NORMAL
101932,WH_E_FG,MAT_RM_2008,ISS,20250901,-16,ISS101932,EA,SYSTEM,NORMAL
101933,WH_E_FG,MAT_RM_2009,RCV,20250901,25,RCV101933,EA,SYSTEM,NORMAL
101934,WH_E_FG,MAT_RM_2009,ISS,20250901,-10,ISS101934,EA,SYSTEM,NORMAL
101935,WH_E_FG,MAT_RM_2010,RCV,20250901,26,RCV101935,EA,SYSTEM,NORMAL
101936,WH_E_FG,MAT_RM_2010,ISS,20250901,-11,ISS101936,EA,SYSTEM,NORMAL
101937,WH_S_RM,MAT_FG_1001,RCV,20250901,20,RCV101937,EA,SYSTEM,NORMAL
101938,WH_S_RM,MAT_FG_1001,ISS,20250901,-10,ISS101938,EA,SYSTEM,NORMAL
101939,WH_S_RM,MAT_FG_1002,RCV,20250901,21,RCV101939,EA,SYSTEM,NORMAL
101940,WH_S_RM,MAT_FG_1002,ISS,20250901,-11,ISS101940,EA,SYSTEM,NORMAL
101941,WH_S_RM,MAT_FG_1003,RCV,20250901,22,RCV101941,EA,SYSTEM,NORMAL
101942,WH_S_RM,MAT_FG_1003,ISS,20250901,-12,ISS101942,EA,SYSTEM,NORMAL
101943,WH_S_RM,MAT_FG_1004,RCV,20250901,23,RCV101943,EA,SYSTEM,NORMAL
101944,WH_S_RM,MAT_FG_1004,ISS,20250901,-13,ISS101944,EA,SYSTEM,NORMAL
101945,WH_S_RM,MAT_FG_1005,RCV,20250901,24,RCV101945,EA,SYSTEM,NORMAL
101946,WH_S_RM,MAT_FG_1005,ISS,20250901,-14,ISS101946,EA,SYSTEM,NORMAL
101947,WH_S_RM,MAT_FG_1006,RCV,20250901,25,RCV101947,EA,SYSTEM,NORMAL
101948,WH_S_RM,MAT_FG_1006,ISS,20250901,-15,ISS101948,EA,SYSTEM,NORMAL
101949,WH_S_RM,MAT_RM_2001,RCV,20250901,26,RCV101949,EA,SYSTEM,NORMAL
101950,WH_S_RM,MAT_RM_2001,ISS,20250901,-16,ISS101950,EA,SYSTEM,NORMAL
101951,WH_S_RM,MAT_RM_2002,RCV,20250901,27,RCV101951,EA,SYSTEM,NORMAL
101952,WH_S_RM,MAT_RM_2002,ISS,20250901,-10,ISS101952,EA,SYSTEM,NORMAL
101953,WH_S_RM,MAT_RM_2003,RCV,20250901,28,RCV101953,EA,SYSTEM,NORMAL
101954,WH_S_RM,MAT_RM_2003,ISS,20250901,-11,ISS101954,EA,SYSTEM,NORMAL
101955,WH_S_RM,MAT_RM_2004,RCV,20250901,20,RCV101955,EA,SYSTEM,NORMAL
101956,WH_S_RM,MAT_RM_2004,ISS,20250901,-12,ISS101956,EA,SYSTEM,NORMAL
101957,WH_S_RM,MAT_RM_2005,RCV,20250901,21,RCV101957,EA,SYSTEM,NORMAL
101958,WH_S_RM,MAT_RM_2005,ISS,20250901,-13,ISS101958,EA,SYSTEM,NORMAL
101959,WH_S_RM,MAT_RM_2006,RCV,20250901,22,RCV101959,EA,SYSTEM,NORMAL
101960,WH_S_RM,MAT_RM_2006,ISS,20250901,-14,ISS101960,EA,SYSTEM,NORMAL
101961,WH_S_RM,MAT_RM_2007,RCV,20250901,23,RCV101961,EA,SYSTEM,NORMAL
101962,WH_S_RM,MAT_RM_2007,ISS,20250901,-15,ISS101962,EA,SYSTEM,NORMAL
101963,WH_S_RM,MAT_RM_2008,RCV,20250901,24,RCV101963,EA,SYSTEM,NORMAL
101964,WH_S_RM,MAT_RM_2008,ISS,20250901,-16,ISS101964,EA,SYSTEM,NORMAL
101965,WH_S_RM,MAT_RM_2009,RCV,20250901,25,RCV101965,EA,SYSTEM,NORMAL
101966,WH_S_RM,MAT_RM_2009,ISS,20250901,-10,ISS101966,EA,SYSTEM,NORMAL
101967,WH_S_RM,MAT_RM_2010,RCV,20250901,26,RCV101967,EA,SYSTEM,NORMAL
101968,WH_S_RM,MAT_RM_2010,ISS,20250901,-11,ISS101968,EA,SYSTEM,NORMAL
101969,WH_S_FG,MAT_FG_1001,RCV,20250901,20,RCV101969,EA,SYSTEM,NORMAL
101970,WH_S_FG,MAT_FG_1001,ISS,20250901,-10,ISS101970,EA,SYSTEM,NORMAL
101971,WH_S_FG,MAT_FG_1002,RCV,20250901,21,RCV101971,EA,SYSTEM,NORMAL
101972,WH_S_FG,MAT_FG_1002,ISS,20250901,-11,ISS101972,EA,SYSTEM,NORMAL
101973,WH_S_FG,MAT_FG_1003,RCV,20250901,22,RCV101973,EA,SYSTEM,NORMAL
101974,WH_S_FG,MAT_FG_1003,ISS,20250901,-12,ISS101974,EA,SYSTEM,NORMAL
101975,WH_S_FG,MAT_FG_1004,RCV,20250901,23,RCV101975,EA,SYSTEM,NORMAL
101976,WH_S_FG,MAT_FG_1004,ISS,20250901,-13,ISS101976,EA,SYSTEM,NORMAL
101977,WH_S_FG,MAT_FG_1005,RCV,20250901,24,RCV101977,EA,SYSTEM,NORMAL
101978,WH_S_FG,MAT_FG_1005,ISS,20250901,-14,ISS101978,EA,SYSTEM,NORMAL
101979,WH_S_FG,MAT_FG_1006,RCV,20250901,25,RCV101979,EA,SYSTEM,NORMAL
101980,WH_S_FG,MAT_FG_1006,ISS,20250901,-15,ISS101980,EA,SYSTEM,NORMAL
101981,WH_S_FG,MAT_RM_2001,RCV,20250901,26,RCV101981,EA,SYSTEM,NORMAL
101982,WH_S_FG,MAT_RM_2001,ISS,20250901,-16,ISS101982,EA,SYSTEM,NORMAL
101983,WH_S_FG,MAT_RM_2002,RCV,20250901,27,RCV101983,EA,SYSTEM,NORMAL
101984,WH_S_FG,MAT_RM_2002,ISS,20250901,-10,ISS101984,EA,SYSTEM,NORMAL
101985,WH_S_FG,MAT_RM_2003,RCV,20250901,28,RCV101985,EA,SYSTEM,NORMAL
101986,WH_S_FG,MAT_RM_2003,ISS,20250901,-11,ISS101986,EA,SYSTEM,NORMAL
101987,WH_S_FG,MAT_RM_2004,RCV,20250901,20,RCV101987,EA,SYSTEM,NORMAL
101988,WH_S_FG,MAT_RM_2004,ISS,20250901,-12,ISS101988,EA,SYSTEM,NORMAL
101989,WH_S_FG,MAT_RM_2005,RCV,20250901,21,RCV101989,EA,SYSTEM,NORMAL
101990,WH_S_FG,MAT_RM_2005,ISS,20250901,-13,ISS101990,EA,SYSTEM,NORMAL
101991,WH_S_FG,MAT_RM_2006,RCV,20250901,22,RCV101991,EA,SYSTEM,NORMAL
101992,WH_S_FG,MAT_RM_2006,ISS,20250901,-14,ISS101992,EA,SYSTEM,NORMAL
101993,WH_S_FG,MAT_RM_2007,RCV,20250901,23,RCV101993,EA,SYSTEM,NORMAL
101994,WH_S_FG,MAT_RM_2007,ISS,20250901,-15,ISS101994,EA,SYSTEM,NORMAL
101995,WH_S_FG,MAT_RM_2008,RCV,20250901,24,RCV101995,EA,SYSTEM,NORMAL
101996,WH_S_FG,MAT_RM_2008,ISS,20250901,-16,ISS101996,EA,SYSTEM,NORMAL
101997,WH_S_FG,MAT_RM_2009,RCV,20250901,25,RCV101997,EA,SYSTEM,NORMAL
101998,WH_S_FG,MAT_RM_2009,ISS,20250901,-10,ISS101998,EA,SYSTEM,NORMAL
101999,WH_S_FG,MAT_RM_2010,RCV,20250901,26,RCV101999,EA,SYSTEM,NORMAL
102000,WH_S_FG,MAT_RM_2010,ISS,20250901,-11,ISS102000,EA,SYSTEM,NORMAL
102001,WH_E_RM,MAT_FG_1001,RCV,20250903,20,RCV102001,EA,SYSTEM,NORMAL
