case_id,customer_id,sales_order_id,material_id,plant_id,open_dt_key,close_dt_key,case_type_cd,case_status_cd,severity_cd,resp_team_cd,issue_channel_cd,root_cause_cd,claim_amt,replace_qty,return_qty,onsite_visit_fg,reopen_fg,sat_score,first_resp_hour,close_sla_hit_fg,final_action_cd
CASE010490,CUS_003,SOX020426,MAT_FG_1003,PLT_EAST,20250926,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010491,CUS_003,SOX020427,MAT_FG_1004,PLT_SOUTH,20250927,20250927,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE010492,CUS_003,SOX020428,MAT_FG_1005,PLT_EAST,20250928,20250928,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010493,CUS_003,SOX020429,MAT_FG_1006,PLT_SOUTH,20250929,20250929,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010494,CUS_003,SOX020430,MAT_FG_1001,PLT_EAST,20250930,20250930,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE010495,CUS_003,SOX020431,MAT_FG_1002,PLT_SOUTH,20250901,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010496,CUS_003,SOX020432,MAT_FG_1003,PLT_EAST,20250902,20250902,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010497,CUS_003,SOX020433,MAT_FG_1004,PLT_SOUTH,20250903,20250903,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010498,CUS_003,SOX020434,MAT_FG_1005,PLT_EAST,20250904,20250904,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010499,CUS_003,SOX020435,MAT_FG_1006,PLT_SOUTH,20250905,20250905,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010500,CUS_003,SOX020436,MAT_FG_1001,PLT_EAST,20250906,,RMA,OPEN,H,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010501,CUS_003,SOX020437,MAT_FG_1002,PLT_SOUTH,20250907,20250907,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010502,CUS_003,SOX020438,MAT_FG_1003,PLT_EAST,20250908,20250908,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010503,CUS_003,SOX020439,MAT_FG_1004,PLT_SOUTH,20250909,20250909,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010504,CUS_003,SOX020440,MAT_FG_1005,PLT_EAST,20250910,20250910,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,1,4.2,6.0,1,REPLACE
CASE010505,CUS_003,SOX020441,MAT_FG_1006,PLT_SOUTH,20250911,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE010506,CUS_003,SOX020442,MAT_FG_1001,PLT_EAST,20250912,20250912,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010507,CUS_003,SOX020443,MAT_FG_1002,PLT_SOUTH,20250913,20250913,TS,CLOSED,H,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010508,CUS_003,SOX020444,MAT_FG_1003,PLT_EAST,20250914,20250914,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010509,CUS_003,SOX020445,MAT_FG_1004,PLT_SOUTH,20250915,20250915,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010510,CUS_003,SOX020446,MAT_FG_1005,PLT_EAST,20250916,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010511,CUS_003,SOX020447,MAT_FG_1006,PLT_SOUTH,20250917,20250917,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010512,CUS_003,SOX020448,MAT_FG_1001,PLT_EAST,20250918,20250918,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010513,CUS_003,SOX020449,MAT_FG_1002,PLT_SOUTH,20250919,20250919,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010514,CUS_003,SOX020450,MAT_FG_1003,PLT_EAST,20250920,20250920,TS,CLOSED,H,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010515,CUS_003,SOX020451,MAT_FG_1004,PLT_SOUTH,20250921,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010516,CUS_003,SOX020452,MAT_FG_1005,PLT_EAST,20250922,20250922,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE010517,CUS_003,SOX020453,MAT_FG_1006,PLT_SOUTH,20250923,20250923,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,1,4.2,6.0,1,REPLACE
CASE010518,CUS_003,SOX020454,MAT_FG_1001,PLT_EAST,20250924,20250924,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010519,CUS_003,SOX020455,MAT_FG_1002,PLT_SOUTH,20250925,20250925,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010520,CUS_003,SOX020456,MAT_FG_1003,PLT_EAST,20250926,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010521,CUS_003,SOX020457,MAT_FG_1004,PLT_SOUTH,20250927,20250927,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010522,CUS_003,SOX020458,MAT_FG_1005,PLT_EAST,20250928,20250928,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010523,CUS_003,SOX020459,MAT_FG_1006,PLT_SOUTH,20250929,20250929,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010524,CUS_003,SOX020460,MAT_FG_1001,PLT_EAST,20250930,20250930,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010525,CUS_003,SOX020461,MAT_FG_1002,PLT_SOUTH,20250901,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010526,CUS_003,SOX020462,MAT_FG_1003,PLT_EAST,20250902,20250902,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010527,CUS_003,SOX020463,MAT_FG_1004,PLT_SOUTH,20250903,20250903,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE010528,CUS_003,SOX020464,MAT_FG_1005,PLT_EAST,20250904,20250904,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010529,CUS_003,SOX020465,MAT_FG_1006,PLT_SOUTH,20250905,20250905,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010530,CUS_003,SOX020466,MAT_FG_1001,PLT_EAST,20250906,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE010531,CUS_003,SOX020467,MAT_FG_1002,PLT_SOUTH,20250907,20250907,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010532,CUS_003,SOX020468,MAT_FG_1003,PLT_EAST,20250908,20250908,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010533,CUS_003,SOX020469,MAT_FG_1004,PLT_SOUTH,20250909,20250909,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010534,CUS_003,SOX020470,MAT_FG_1005,PLT_EAST,20250910,20250910,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010535,CUS_003,SOX020471,MAT_FG_1006,PLT_SOUTH,20250911,,TS,OPEN,H,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010536,CUS_003,SOX020472,MAT_FG_1001,PLT_EAST,20250912,20250912,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010537,CUS_003,SOX020473,MAT_FG_1002,PLT_SOUTH,20250913,20250913,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010538,CUS_003,SOX020474,MAT_FG_1003,PLT_EAST,20250914,20250914,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,1,0,4.2,6.0,1,REPLACE
CASE010539,CUS_003,SOX020475,MAT_FG_1004,PLT_SOUTH,20250915,20250915,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010540,CUS_003,SOX020476,MAT_FG_1005,PLT_EAST,20250916,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010541,CUS_003,SOX020477,MAT_FG_1006,PLT_SOUTH,20250917,20250917,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010542,CUS_003,SOX020478,MAT_FG_1001,PLT_EAST,20250918,20250918,RMA,CLOSED,H,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010543,CUS_003,SOX020479,MAT_FG_1002,PLT_SOUTH,20250919,20250919,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE010544,CUS_003,SOX020480,MAT_FG_1003,PLT_EAST,20250920,20250920,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010545,CUS_004,SOX020481,MAT_FG_1004,PLT_EAST,20250901,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010546,CUS_004,SOX020482,MAT_FG_1005,PLT_SOUTH,20250902,20250902,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010547,CUS_004,SOX020483,MAT_FG_1006,PLT_EAST,20250903,20250903,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010548,CUS_004,SOX020484,MAT_FG_1001,PLT_SOUTH,20250904,20250904,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010549,CUS_004,SOX020485,MAT_FG_1002,PLT_EAST,20250905,20250905,TS,CLOSED,H,CS,PHONE,USAGE,120.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE010550,CUS_004,SOX020486,MAT_FG_1003,PLT_SOUTH,20250906,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010551,CUS_004,SOX020487,MAT_FG_1004,PLT_EAST,20250907,20250907,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010552,CUS_004,SOX020488,MAT_FG_1005,PLT_SOUTH,20250908,20250908,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010553,CUS_004,SOX020489,MAT_FG_1006,PLT_EAST,20250909,20250909,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010554,CUS_004,SOX020490,MAT_FG_1001,PLT_SOUTH,20250910,20250910,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010555,CUS_004,SOX020491,MAT_FG_1002,PLT_EAST,20250911,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010556,CUS_004,SOX020492,MAT_FG_1003,PLT_SOUTH,20250912,20250912,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,0,0,1,4.2,6.0,1,REPLACE
CASE010557,CUS_004,SOX020493,MAT_FG_1004,PLT_EAST,20250913,20250913,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010558,CUS_004,SOX020494,MAT_FG_1005,PLT_SOUTH,20250914,20250914,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010559,CUS_004,SOX020495,MAT_FG_1006,PLT_EAST,20250915,20250915,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010560,CUS_004,SOX020496,MAT_FG_1001,PLT_SOUTH,20250916,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE010561,CUS_004,SOX020497,MAT_FG_1002,PLT_EAST,20250917,20250917,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010562,CUS_004,SOX020498,MAT_FG_1003,PLT_SOUTH,20250918,20250918,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010563,CUS_004,SOX020499,MAT_FG_1004,PLT_EAST,20250919,20250919,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010564,CUS_004,SOX020500,MAT_FG_1005,PLT_SOUTH,20250920,20250920,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010565,CUS_004,SOX020501,MAT_FG_1006,PLT_EAST,20250921,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010566,CUS_004,SOX020502,MAT_FG_1001,PLT_SOUTH,20250922,20250922,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010567,CUS_004,SOX020503,MAT_FG_1002,PLT_EAST,20250923,20250923,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010568,CUS_004,SOX020504,MAT_FG_1003,PLT_SOUTH,20250924,20250924,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010569,CUS_004,SOX020505,MAT_FG_1004,PLT_EAST,20250925,20250925,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE010570,CUS_004,SOX020506,MAT_FG_1005,PLT_SOUTH,20250926,,TS,OPEN,H,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010571,CUS_004,SOX020507,MAT_FG_1006,PLT_EAST,20250927,20250927,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE010572,CUS_004,SOX020508,MAT_FG_1001,PLT_SOUTH,20250928,20250928,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010573,CUS_004,SOX020509,MAT_FG_1002,PLT_EAST,20250929,20250929,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010574,CUS_004,SOX020510,MAT_FG_1003,PLT_SOUTH,20250930,20250930,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010575,CUS_004,SOX020511,MAT_FG_1004,PLT_EAST,20250901,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010576,CUS_004,SOX020512,MAT_FG_1005,PLT_SOUTH,20250902,20250902,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010577,CUS_004,SOX020513,MAT_FG_1006,PLT_EAST,20250903,20250903,TS,CLOSED,H,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010578,CUS_004,SOX020514,MAT_FG_1001,PLT_SOUTH,20250904,20250904,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010579,CUS_004,SOX020515,MAT_FG_1002,PLT_EAST,20250905,20250905,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010580,CUS_004,SOX020516,MAT_FG_1003,PLT_SOUTH,20250906,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010581,CUS_004,SOX020517,MAT_FG_1004,PLT_EAST,20250907,20250907,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010582,CUS_004,SOX020518,MAT_FG_1005,PLT_SOUTH,20250908,20250908,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,1,1,4.2,6.0,1,REPLACE
CASE010583,CUS_004,SOX020519,MAT_FG_1006,PLT_EAST,20250909,20250909,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010584,CUS_004,SOX020520,MAT_FG_1001,PLT_SOUTH,20250910,20250910,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010585,CUS_004,SOX020521,MAT_FG_1002,PLT_EAST,20250911,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010586,CUS_004,SOX020522,MAT_FG_1003,PLT_SOUTH,20250912,20250912,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010587,CUS_004,SOX020523,MAT_FG_1004,PLT_EAST,20250913,20250913,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010588,CUS_004,SOX020524,MAT_FG_1005,PLT_SOUTH,20250914,20250914,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010589,CUS_004,SOX020525,MAT_FG_1006,PLT_EAST,20250915,20250915,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010590,CUS_004,SOX020526,MAT_FG_1001,PLT_SOUTH,20250916,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010591,CUS_004,SOX020527,MAT_FG_1002,PLT_EAST,20250917,20250917,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010592,CUS_004,SOX020528,MAT_FG_1003,PLT_SOUTH,20250918,20250918,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010593,CUS_004,SOX020529,MAT_FG_1004,PLT_EAST,20250919,20250919,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE010594,CUS_004,SOX020530,MAT_FG_1005,PLT_SOUTH,20250920,20250920,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010595,CUS_004,SOX020531,MAT_FG_1006,PLT_EAST,20250921,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,0,1,4.2,6.0,1,REPLACE
CASE010596,CUS_004,SOX020532,MAT_FG_1001,PLT_SOUTH,20250922,20250922,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010597,CUS_004,SOX020533,MAT_FG_1002,PLT_EAST,20250923,20250923,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010598,CUS_004,SOX020534,MAT_FG_1003,PLT_SOUTH,20250924,20250924,TS,CLOSED,H,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010599,CUS_004,SOX020535,MAT_FG_1004,PLT_EAST,20250925,20250925,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010600,CUS_004,SOX020536,MAT_FG_1005,PLT_SOUTH,20250926,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010601,CUS_004,SOX020537,MAT_FG_1006,PLT_EAST,20250927,20250927,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010602,CUS_004,SOX020538,MAT_FG_1001,PLT_SOUTH,20250928,20250928,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010603,CUS_004,SOX020539,MAT_FG_1002,PLT_EAST,20250929,20250929,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010604,CUS_004,SOX020540,MAT_FG_1003,PLT_SOUTH,20250930,20250930,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,1,0,4.2,6.0,1,REPLACE
CASE010605,CUS_004,SOX020541,MAT_FG_1004,PLT_EAST,20250901,,RMA,OPEN,H,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010606,CUS_004,SOX020542,MAT_FG_1005,PLT_SOUTH,20250902,20250902,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010607,CUS_004,SOX020543,MAT_FG_1006,PLT_EAST,20250903,20250903,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010608,CUS_004,SOX020544,MAT_FG_1001,PLT_SOUTH,20250904,20250904,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE010609,CUS_004,SOX020545,MAT_FG_1002,PLT_EAST,20250905,20250905,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010610,CUS_004,SOX020546,MAT_FG_1003,PLT_SOUTH,20250906,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010611,CUS_004,SOX020547,MAT_FG_1004,PLT_EAST,20250907,20250907,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010612,CUS_004,SOX020548,MAT_FG_1005,PLT_SOUTH,20250908,20250908,TS,CLOSED,H,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010613,CUS_004,SOX020549,MAT_FG_1006,PLT_EAST,20250909,20250909,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010614,CUS_004,SOX020550,MAT_FG_1001,PLT_SOUTH,20250910,20250910,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010615,CUS_004,SOX020551,MAT_FG_1002,PLT_EAST,20250911,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE010616,CUS_004,SOX020552,MAT_FG_1003,PLT_SOUTH,20250912,20250912,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010617,CUS_004,SOX020553,MAT_FG_1004,PLT_EAST,20250913,20250913,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010618,CUS_004,SOX020554,MAT_FG_1005,PLT_SOUTH,20250914,20250914,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010619,CUS_004,SOX020555,MAT_FG_1006,PLT_EAST,20250915,20250915,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010620,CUS_004,SOX020556,MAT_FG_1001,PLT_SOUTH,20250916,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE010621,CUS_004,SOX020557,MAT_FG_1002,PLT_EAST,20250917,20250917,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE010622,CUS_004,SOX020558,MAT_FG_1003,PLT_SOUTH,20250918,20250918,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010623,CUS_004,SOX020559,MAT_FG_1004,PLT_EAST,20250919,20250919,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010624,CUS_004,SOX020560,MAT_FG_1005,PLT_SOUTH,20250920,20250920,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010625,CUS_005,SOX020561,MAT_FG_1006,PLT_SOUTH,20250901,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010626,CUS_005,SOX020562,MAT_FG_1001,PLT_EAST,20250902,20250902,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE010627,CUS_005,SOX020563,MAT_FG_1002,PLT_SOUTH,20250903,20250903,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE010628,CUS_005,SOX020564,MAT_FG_1003,PLT_EAST,20250904,20250904,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE010629,CUS_005,SOX020565,MAT_FG_1004,PLT_SOUTH,20250905,20250905,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE010630,CUS_005,SOX020566,MAT_FG_1005,PLT_EAST,20250906,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE010631,CUS_005,SOX020567,MAT_FG_1006,PLT_SOUTH,20250907,20250907,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE010632,CUS_005,SOX020568,MAT_FG_1001,PLT_EAST,20250908,20250908,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
