qa_defect_id,inspection_id,defect_type_cd,defect_qty,defect_loc_cd,root_cause_cd,containment_fg
126450,INSPX103225,DF02,1,NA,TBD,0
126451,INSPX103226,DF02,1,NA,TBD,0
126452,INSPX103226,DF03,1,NA,TBD,0
126453,INSPX103227,DF03,2,NA,TBD,0
126454,INSPX103227,DF04,1,NA,TBD,0
126455,INSPX103228,DF01,1,NA,TBD,0
126456,INSPX103228,DF02,1,NA,TBD,0
126457,INSPX103229,DF02,2,NA,TBD,0
126458,INSPX103229,DF03,1,NA,TBD,0
126459,INSPX103230,DF03,3,NA,TBD,0
126460,INSPX103230,DF04,1,NA,TBD,0
126461,INSPX103231,DF01,2,NA,TBD,0
126462,INSPX103231,DF02,1,NA,TBD,0
126463,INSPX103232,DF02,3,NA,TBD,0
126464,INSPX103232,DF03,1,NA,TBD,0
126465,INSPX103233,DF03,4,NA,TBD,0
126466,INSPX103233,DF04,1,NA,TBD,0
126467,INSPX103234,DF01,3,NA,TBD,0
126468,INSPX103234,DF02,1,NA,TBD,0
126469,INSPX103235,DF02,4,NA,TBD,0
126470,INSPX103235,DF03,1,NA,TBD,0
126471,INSPX103236,DF03,5,NA,TBD,0
126472,INSPX103236,DF04,1,NA,TBD,0
126473,INSPX103237,DF01,4,NA,TBD,0
126474,INSPX103237,DF02,1,NA,TBD,0
126475,INSPX103238,DF02,5,NA,TBD,0
126476,INSPX103238,DF03,1,NA,TBD,0
126477,INSPX103239,DF03,6,NA,TBD,0
126478,INSPX103239,DF04,1,NA,TBD,0
126479,INSPX103240,DF01,5,NA,TBD,0
126480,INSPX103240,DF02,1,NA,TBD,0
126481,INSPX103241,DF02,6,NA,TBD,0
126482,INSPX103241,DF03,1,NA,TBD,0
126483,INSPX103242,DF03,1,NA,TBD,0
126484,INSPX103242,DF04,1,NA,TBD,0
126485,INSPX103243,DF01,6,NA,TBD,0
126486,INSPX103243,DF02,1,NA,TBD,0
126487,INSPX103244,DF02,1,NA,TBD,0
126488,INSPX103244,DF03,1,NA,TBD,0
126489,INSPX103245,DF03,2,NA,TBD,0
126490,INSPX103245,DF04,1,NA,TBD,0
126491,INSPX103246,DF01,1,NA,TBD,0
126492,INSPX103246,DF02,1,NA,TBD,0
126493,INSPX103247,DF02,2,NA,TBD,0
126494,INSPX103247,DF03,1,NA,TBD,0
126495,INSPX103248,DF03,3,NA,TBD,0
126496,INSPX103248,DF04,1,NA,TBD,0
126497,INSPX103249,DF01,2,NA,TBD,0
126498,INSPX103249,DF02,1,NA,TBD,0
126499,INSPX103250,DF02,3,NA,TBD,0
126500,INSPX103250,DF03,1,NA,TBD,0
126501,INSPX103251,DF03,4,NA,TBD,0
126502,INSPX103251,DF04,1,NA,TBD,0
126503,INSPX103252,DF01,3,NA,TBD,0
126504,INSPX103252,DF02,1,NA,TBD,0
126505,INSPX103253,DF02,4,NA,TBD,0
126506,INSPX103253,DF03,1,NA,TBD,0
126507,INSPX103254,DF03,5,NA,TBD,0
126508,INSPX103254,DF04,1,NA,TBD,0
126509,INSPX103255,DF01,4,NA,TBD,0
126510,INSPX103255,DF02,1,NA,TBD,0
126511,INSPX103256,DF02,5,NA,TBD,0
126512,INSPX103256,DF03,1,NA,TBD,0
126513,INSPX103257,DF03,6,NA,TBD,0
126514,INSPX103257,DF04,1,NA,TBD,0
126515,INSPX103258,DF01,5,NA,TBD,0
126516,INSPX103258,DF02,1,NA,TBD,0
126517,INSPX103259,DF02,6,NA,TBD,0
126518,INSPX103259,DF03,1,NA,TBD,0
126519,INSPX103260,DF03,1,NA,TBD,0
126520,INSPX103260,DF04,1,NA,TBD,0
126521,INSPX103261,DF01,6,NA,TBD,0
126522,INSPX103261,DF02,1,NA,TBD,0
126523,INSPX103262,DF02,1,NA,TBD,0
126524,INSPX103262,DF03,1,NA,TBD,0
126525,INSPX103263,DF03,2,NA,TBD,0
126526,INSPX103263,DF04,1,NA,TBD,0
126527,INSPX103264,DF01,1,NA,TBD,0
126528,INSPX103264,DF02,1,NA,TBD,0
126529,INSPX103265,DF02,2,NA,TBD,0
126530,INSPX103265,DF03,1,NA,TBD,0
126531,INSPX103266,DF03,3,NA,TBD,0
126532,INSPX103266,DF04,1,NA,TBD,0
126533,INSPX103267,DF02,3,NA,TBD,0
126534,INSPX103267,DF03,1,NA,TBD,0
126535,INSPX103268,DF03,4,NA,TBD,0
126536,INSPX103268,DF04,1,NA,TBD,0
126537,INSPX103269,DF04,5,NA,TBD,0
126538,INSPX103269,DF01,1,NA,TBD,0
126539,INSPX103270,DF02,4,NA,TBD,0
126540,INSPX103270,DF03,1,NA,TBD,0
126541,INSPX103271,DF03,5,NA,TBD,0
126542,INSPX103271,DF04,1,NA,TBD,0
126543,INSPX103272,DF04,6,NA,TBD,0
126544,INSPX103272,DF01,1,NA,TBD,0
126545,INSPX103273,DF02,5,NA,TBD,0
126546,INSPX103273,DF03,1,NA,TBD,0
126547,INSPX103274,DF03,6,NA,TBD,0
126548,INSPX103274,DF04,1,NA,TBD,0
126549,INSPX103275,DF04,1,NA,TBD,0
126550,INSPX103275,DF01,1,NA,TBD,0
126551,INSPX103276,DF02,6,NA,TBD,0
126552,INSPX103276,DF03,1,NA,TBD,0
126553,INSPX103277,DF03,1,NA,TBD,0
126554,INSPX103277,DF04,1,NA,TBD,0
126555,INSPX103278,DF04,2,NA,TBD,0
126556,INSPX103278,DF01,1,NA,TBD,0
126557,INSPX103279,DF02,1,NA,TBD,0
126558,INSPX103279,DF03,1,NA,TBD,0
126559,INSPX103280,DF03,2,NA,TBD,0
126560,INSPX103280,DF04,1,NA,TBD,0
126561,INSPX103281,DF04,3,NA,TBD,0
126562,INSPX103281,DF01,1,NA,TBD,0
126563,INSPX103282,DF02,2,NA,TBD,0
126564,INSPX103282,DF03,1,NA,TBD,0
126565,INSPX103283,DF03,3,NA,TBD,0
126566,INSPX103283,DF04,1,NA,TBD,0
126567,INSPX103284,DF04,4,NA,TBD,0
126568,INSPX103284,DF01,1,NA,TBD,0
126569,INSPX103285,DF02,3,NA,TBD,0
126570,INSPX103285,DF03,1,NA,TBD,0
126571,INSPX103286,DF03,4,NA,TBD,0
126572,INSPX103286,DF04,1,NA,TBD,0
126573,INSPX103287,DF04,5,NA,TBD,0
126574,INSPX103287,DF01,1,NA,TBD,0
126575,INSPX103288,DF02,4,NA,TBD,0
126576,INSPX103288,DF03,1,NA,TBD,0
126577,INSPX103289,DF03,5,NA,TBD,0
126578,INSPX103289,DF04,1,NA,TBD,0
126579,INSPX103290,DF04,6,NA,TBD,0
126580,INSPX103290,DF01,1,NA,TBD,0
126581,INSPX103291,DF02,5,NA,TBD,0
126582,INSPX103291,DF03,1,NA,TBD,0
126583,INSPX103292,DF03,6,NA,TBD,0
126584,INSPX103292,DF04,1,NA,TBD,0
126585,INSPX103293,DF04,1,NA,TBD,0
126586,INSPX103293,DF01,1,NA,TBD,0
126587,INSPX103294,DF02,6,NA,TBD,0
126588,INSPX103294,DF03,1,NA,TBD,0
126589,INSPX103295,DF03,1,NA,TBD,0
126590,INSPX103295,DF04,1,NA,TBD,0
126591,INSPX103296,DF04,2,NA,TBD,0
126592,INSPX103296,DF01,1,NA,TBD,0
126593,INSPX103297,DF02,1,NA,TBD,0
126594,INSPX103297,DF03,1,NA,TBD,0
126595,INSPX103298,DF03,2,NA,TBD,0
126596,INSPX103298,DF04,1,NA,TBD,0
126597,INSPX103299,DF04,3,NA,TBD,0
126598,INSPX103299,DF01,1,NA,TBD,0
126599,INSPX103300,DF02,2,NA,TBD,0
126600,INSPX103300,DF03,1,NA,TBD,0
126601,INSPX103301,DF03,3,NA,TBD,0
126602,INSPX103301,DF04,1,NA,TBD,0
126603,INSPX103302,DF04,4,NA,TBD,0
126604,INSPX103302,DF01,1,NA,TBD,0
126605,INSPX103303,DF02,3,NA,TBD,0
126606,INSPX103303,DF03,1,NA,TBD,0
126607,INSPX103304,DF03,4,NA,TBD,0
126608,INSPX103304,DF04,1,NA,TBD,0
126609,INSPX103305,DF04,5,NA,TBD,0
126610,INSPX103305,DF01,1,NA,TBD,0
126611,INSPX103306,DF02,4,NA,TBD,0
126612,INSPX103306,DF03,1,NA,TBD,0
126613,INSPX103307,DF03,5,NA,TBD,0
126614,INSPX103307,DF04,1,NA,TBD,0
126615,INSPX103308,DF04,6,NA,TBD,0
126616,INSPX103308,DF01,1,NA,TBD,0
126617,INSPX103309,DF02,5,NA,TBD,0
126618,INSPX103309,DF03,1,NA,TBD,0
126619,INSPX103310,DF03,6,NA,TBD,0
126620,INSPX103310,DF04,1,NA,TBD,0
126621,INSPX103311,DF04,1,NA,TBD,0
126622,INSPX103311,DF01,1,NA,TBD,0
126623,INSPX103312,DF02,6,NA,TBD,0
126624,INSPX103312,DF03,1,NA,TBD,0
126625,INSPX103313,DF03,1,NA,TBD,0
126626,INSPX103313,DF04,1,NA,TBD,0
126627,INSPX103314,DF04,2,NA,TBD,0
126628,INSPX103314,DF01,1,NA,TBD,0
126629,INSPX103315,DF02,1,NA,TBD,0
126630,INSPX103315,DF03,1,NA,TBD,0
126631,INSPX103316,DF03,2,NA,TBD,0
126632,INSPX103316,DF04,1,NA,TBD,0
126633,INSPX103317,DF04,3,NA,TBD,0
126634,INSPX103317,DF01,1,NA,TBD,0
126635,INSPX103318,DF02,2,NA,TBD,0
126636,INSPX103318,DF03,1,NA,TBD,0
126637,INSPX103319,DF03,3,NA,TBD,0
126638,INSPX103319,DF04,1,NA,TBD,0
126639,INSPX103320,DF04,4,NA,TBD,0
126640,INSPX103320,DF01,1,NA,TBD,0
126641,INSPX103321,DF02,3,NA,TBD,0
126642,INSPX103321,DF03,1,NA,TBD,0
126643,INSPX103322,DF03,4,NA,TBD,0
126644,INSPX103322,DF04,1,NA,TBD,0
126645,INSPX103323,DF04,5,NA,TBD,0
126646,INSPX103323,DF01,1,NA,TBD,0
126647,INSPX103324,DF02,4,NA,TBD,0
126648,INSPX103324,DF03,1,NA,TBD,0
126649,INSPX103325,DF03,5,NA,TBD,0
126650,INSPX103325,DF04,1,NA,TBD,0
126651,INSPX103326,DF04,6,NA,TBD,0
126652,INSPX103326,DF01,1,NA,TBD,0
126653,INSPX103327,DF02,5,NA,TBD,0
126654,INSPX103327,DF03,1,NA,TBD,0
126655,INSPX103328,DF03,6,NA,TBD,0
126656,INSPX103328,DF04,1,NA,TBD,0
126657,INSPX103329,DF04,1,NA,TBD,0
126658,INSPX103329,DF01,1,NA,TBD,0
126659,INSPX103330,DF02,6,NA,TBD,0
126660,INSPX103330,DF03,1,NA,TBD,0
126661,INSPX103331,DF03,1,NA,TBD,0
126662,INSPX103331,DF04,1,NA,TBD,0
126663,INSPX103332,DF04,2,NA,TBD,0
126664,INSPX103332,DF01,1,NA,TBD,0
126665,INSPX103333,DF02,1,NA,TBD,0
126666,INSPX103333,DF03,1,NA,TBD,0
126667,INSPX103334,DF03,2,NA,TBD,0
126668,INSPX103334,DF04,1,NA,TBD,0
126669,INSPX103335,DF04,3,NA,TBD,0
126670,INSPX103335,DF01,1,NA,TBD,0
126671,INSPX103336,DF02,2,NA,TBD,0
126672,INSPX103336,DF03,1,NA,TBD,0
126673,INSPX103337,DF03,3,NA,TBD,0
126674,INSPX103337,DF04,1,NA,TBD,0
126675,INSPX103338,DF04,4,NA,TBD,0
126676,INSPX103338,DF01,1,NA,TBD,0
126677,INSPX103339,DF02,3,NA,TBD,0
126678,INSPX103339,DF03,1,NA,TBD,0
126679,INSPX103340,DF03,4,NA,TBD,0
126680,INSPX103340,DF04,1,NA,TBD,0
126681,INSPX103341,DF04,5,NA,TBD,0
126682,INSPX103341,DF01,1,NA,TBD,0
126683,INSPX103342,DF02,4,NA,TBD,0
126684,INSPX103342,DF03,1,NA,TBD,0
126685,INSPX103343,DF03,5,NA,TBD,0
126686,INSPX103343,DF04,1,NA,TBD,0
126687,INSPX103344,DF04,6,NA,TBD,0
126688,INSPX103344,DF01,1,NA,TBD,0
126689,INSPX103345,DF02,5,NA,TBD,0
126690,INSPX103345,DF03,1,NA,TBD,0
126691,INSPX103346,DF03,6,NA,TBD,0
126692,INSPX103346,DF04,1,NA,TBD,0
126693,INSPX103347,DF04,1,NA,TBD,0
126694,INSPX103347,DF01,1,NA,TBD,0
126695,INSPX103348,DF02,6,NA,TBD,0
126696,INSPX103348,DF03,1,NA,TBD,0
126697,INSPX103349,DF03,1,NA,TBD,0
126698,INSPX103349,DF04,1,NA,TBD,0
126699,INSPX103350,DF04,2,NA,TBD,0
126700,INSPX103350,DF01,1,NA,TBD,0
126701,INSPX103351,DF02,1,NA,TBD,0
126702,INSPX103351,DF03,1,NA,TBD,0
126703,INSPX103352,DF03,2,NA,TBD,0
126704,INSPX103352,DF04,1,NA,TBD,0
126705,INSPX103353,DF04,3,NA,TBD,0
126706,INSPX103353,DF01,1,NA,TBD,0
126707,INSPX103354,DF02,2,NA,TBD,0
126708,INSPX103354,DF03,1,NA,TBD,0
126709,INSPX103355,DF03,3,NA,TBD,0
126710,INSPX103355,DF04,1,NA,TBD,0
126711,INSPX103356,DF04,4,NA,TBD,0
126712,INSPX103356,DF01,1,NA,TBD,0
126713,INSPX103357,DF03,4,NA,TBD,0
126714,INSPX103357,DF04,1,NA,TBD,0
126715,INSPX103358,DF04,5,NA,TBD,0
126716,INSPX103358,DF01,1,NA,TBD,0
126717,INSPX103359,DF01,6,NA,TBD,0
126718,INSPX103359,DF02,1,NA,TBD,0
126719,INSPX103360,DF03,5,NA,TBD,0
126720,INSPX103360,DF04,1,NA,TBD,0
126721,INSPX103361,DF04,6,NA,TBD,0
126722,INSPX103361,DF01,1,NA,TBD,0
126723,INSPX103362,DF01,1,NA,TBD,0
126724,INSPX103362,DF02,1,NA,TBD,0
126725,INSPX103363,DF03,6,NA,TBD,0
126726,INSPX103363,DF04,1,NA,TBD,0
126727,INSPX103364,DF04,1,NA,TBD,0
126728,INSPX103364,DF01,1,NA,TBD,0
126729,INSPX103365,DF01,2,NA,TBD,0
126730,INSPX103365,DF02,1,NA,TBD,0
126731,INSPX103366,DF03,1,NA,TBD,0
126732,INSPX103366,DF04,1,NA,TBD,0
126733,INSPX103367,DF04,2,NA,TBD,0
126734,INSPX103367,DF01,1,NA,TBD,0
126735,INSPX103368,DF01,3,NA,TBD,0
126736,INSPX103368,DF02,1,NA,TBD,0
126737,INSPX103369,DF03,2,NA,TBD,0
126738,INSPX103369,DF04,1,NA,TBD,0
126739,INSPX103370,DF04,3,NA,TBD,0
126740,INSPX103370,DF01,1,NA,TBD,0
126741,INSPX103371,DF01,4,NA,TBD,0
126742,INSPX103371,DF02,1,NA,TBD,0
126743,INSPX103372,DF03,3,NA,TBD,0
126744,INSPX103372,DF04,1,NA,TBD,0
126745,INSPX103373,DF04,4,NA,TBD,0
126746,INSPX103373,DF01,1,NA,TBD,0
126747,INSPX103374,DF01,5,NA,TBD,0
126748,INSPX103374,DF02,1,NA,TBD,0
126749,INSPX103375,DF03,4,NA,TBD,0
126750,INSPX103375,DF04,1,NA,TBD,0
126751,INSPX103376,DF04,5,NA,TBD,0
126752,INSPX103376,DF01,1,NA,TBD,0
126753,INSPX103377,DF01,6,NA,TBD,0
126754,INSPX103377,DF02,1,NA,TBD,0
126755,INSPX103378,DF03,5,NA,TBD,0
126756,INSPX103378,DF04,1,NA,TBD,0
126757,INSPX103379,DF04,6,NA,TBD,0
126758,INSPX103379,DF01,1,NA,TBD,0
126759,INSPX103380,DF01,1,NA,TBD,0
126760,INSPX103380,DF02,1,NA,TBD,0
126761,INSPX103381,DF03,6,NA,TBD,0
126762,INSPX103381,DF04,1,NA,TBD,0
126763,INSPX103382,DF04,1,NA,TBD,0
126764,INSPX103382,DF01,1,NA,TBD,0
126765,INSPX103383,DF01,2,NA,TBD,0
126766,INSPX103383,DF02,1,NA,TBD,0
126767,INSPX103384,DF03,1,NA,TBD,0
126768,INSPX103384,DF04,1,NA,TBD,0
126769,INSPX103385,DF04,2,NA,TBD,0
126770,INSPX103385,DF01,1,NA,TBD,0
126771,INSPX103386,DF01,3,NA,TBD,0
126772,INSPX103386,DF02,1,NA,TBD,0
126773,INSPX103387,DF03,2,NA,TBD,0
126774,INSPX103387,DF04,1,NA,TBD,0
126775,INSPX103388,DF04,3,NA,TBD,0
126776,INSPX103388,DF01,1,NA,TBD,0
126777,INSPX103389,DF01,4,NA,TBD,0
126778,INSPX103389,DF02,1,NA,TBD,0
126779,INSPX103390,DF03,3,NA,TBD,0
126780,INSPX103390,DF04,1,NA,TBD,0
126781,INSPX103391,DF04,4,NA,TBD,0
126782,INSPX103391,DF01,1,NA,TBD,0
126783,INSPX103392,DF01,5,NA,TBD,0
126784,INSPX103392,DF02,1,NA,TBD,0
126785,INSPX103393,DF03,4,NA,TBD,0
126786,INSPX103393,DF04,1,NA,TBD,0
126787,INSPX103394,DF04,5,NA,TBD,0
126788,INSPX103394,DF01,1,NA,TBD,0
126789,INSPX103395,DF01,6,NA,TBD,0
126790,INSPX103395,DF02,1,NA,TBD,0
126791,INSPX103396,DF03,5,NA,TBD,0
126792,INSPX103396,DF04,1,NA,TBD,0
126793,INSPX103397,DF04,6,NA,TBD,0
126794,INSPX103397,DF01,1,NA,TBD,0
126795,INSPX103398,DF01,1,NA,TBD,0
126796,INSPX103398,DF02,1,NA,TBD,0
126797,INSPX103399,DF03,6,NA,TBD,0
126798,INSPX103399,DF04,1,NA,TBD,0
126799,INSPX103400,DF04,1,NA,TBD,0
126800,INSPX103400,DF01,1,NA,TBD,0
126801,INSPX103401,DF01,2,NA,TBD,0
126802,INSPX103401,DF02,1,NA,TBD,0
126803,INSPX103402,DF03,1,NA,TBD,0
126804,INSPX103402,DF04,1,NA,TBD,0
126805,INSPX103403,DF04,2,NA,TBD,0
126806,INSPX103403,DF01,1,NA,TBD,0
126807,INSPX103404,DF01,3,NA,TBD,0
126808,INSPX103404,DF02,1,NA,TBD,0
126809,INSPX103405,DF03,2,NA,TBD,0
126810,INSPX103405,DF04,1,NA,TBD,0
126811,INSPX103406,DF04,3,NA,TBD,0
126812,INSPX103406,DF01,1,NA,TBD,0
126813,INSPX103407,DF01,4,NA,TBD,0
126814,INSPX103407,DF02,1,NA,TBD,0
126815,INSPX103408,DF03,3,NA,TBD,0
126816,INSPX103408,DF04,1,NA,TBD,0
126817,INSPX103409,DF04,4,NA,TBD,0
126818,INSPX103409,DF01,1,NA,TBD,0
126819,INSPX103410,DF01,5,NA,TBD,0
126820,INSPX103410,DF02,1,NA,TBD,0
126821,INSPX103411,DF03,4,NA,TBD,0
126822,INSPX103411,DF04,1,NA,TBD,0
126823,INSPX103412,DF04,5,NA,TBD,0
126824,INSPX103412,DF01,1,NA,TBD,0
126825,INSPX103413,DF01,6,NA,TBD,0
126826,INSPX103413,DF02,1,NA,TBD,0
126827,INSPX103414,DF03,5,NA,TBD,0
126828,INSPX103414,DF04,1,NA,TBD,0
126829,INSPX103415,DF04,6,NA,TBD,0
126830,INSPX103415,DF01,1,NA,TBD,0
126831,INSPX103416,DF01,1,NA,TBD,0
126832,INSPX103416,DF02,1,NA,TBD,0
126833,INSPX103417,DF03,6,NA,TBD,0
126834,INSPX103417,DF04,1,NA,TBD,0
126835,INSPX103418,DF04,1,NA,TBD,0
126836,INSPX103418,DF01,1,NA,TBD,0
126837,INSPX103419,DF01,2,NA,TBD,0
126838,INSPX103419,DF02,1,NA,TBD,0
126839,INSPX103420,DF03,1,NA,TBD,0
126840,INSPX103420,DF04,1,NA,TBD,0
126841,INSPX103421,DF04,2,NA,TBD,0
126842,INSPX103421,DF01,1,NA,TBD,0
126843,INSPX103422,DF01,3,NA,TBD,0
126844,INSPX103422,DF02,1,NA,TBD,0
126845,INSPX103423,DF03,2,NA,TBD,0
126846,INSPX103423,DF04,1,NA,TBD,0
126847,INSPX103424,DF04,3,NA,TBD,0
126848,INSPX103424,DF01,1,NA,TBD,0
126849,INSPX103425,DF01,4,NA,TBD,0
126850,INSPX103425,DF02,1,NA,TBD,0
126851,INSPX103426,DF03,3,NA,TBD,0
126852,INSPX103426,DF04,1,NA,TBD,0
126853,INSPX103427,DF04,4,NA,TBD,0
126854,INSPX103427,DF01,1,NA,TBD,0
126855,INSPX103428,DF01,5,NA,TBD,0
126856,INSPX103428,DF02,1,NA,TBD,0
126857,INSPX103429,DF03,4,NA,TBD,0
126858,INSPX103429,DF04,1,NA,TBD,0
126859,INSPX103430,DF04,5,NA,TBD,0
126860,INSPX103430,DF01,1,NA,TBD,0
126861,INSPX103431,DF01,6,NA,TBD,0
126862,INSPX103431,DF02,1,NA,TBD,0
126863,INSPX103432,DF03,5,NA,TBD,0
126864,INSPX103432,DF04,1,NA,TBD,0
126865,INSPX103433,DF04,6,NA,TBD,0
126866,INSPX103433,DF01,1,NA,TBD,0
126867,INSPX103434,DF01,1,NA,TBD,0
126868,INSPX103434,DF02,1,NA,TBD,0
126869,INSPX103435,DF03,6,NA,TBD,0
126870,INSPX103435,DF04,1,NA,TBD,0
126871,INSPX103436,DF04,1,NA,TBD,0
126872,INSPX103436,DF01,1,NA,TBD,0
126873,INSPX103437,DF01,2,NA,TBD,0
126874,INSPX103437,DF02,1,NA,TBD,0
126875,INSPX103438,DF03,1,NA,TBD,0
126876,INSPX103438,DF04,1,NA,TBD,0
126877,INSPX103439,DF04,2,NA,TBD,0
126878,INSPX103439,DF01,1,NA,TBD,0
126879,INSPX103440,DF01,3,NA,TBD,0
126880,INSPX103440,DF02,1,NA,TBD,0
126881,INSPX103441,DF03,2,NA,TBD,0
126882,INSPX103441,DF04,1,NA,TBD,0
126883,INSPX103442,DF04,3,NA,TBD,0
126884,INSPX103442,DF01,1,NA,TBD,0
126885,INSPX103443,DF01,4,NA,TBD,0
126886,INSPX103443,DF02,1,NA,TBD,0
126887,INSPX103444,DF03,3,NA,TBD,0
126888,INSPX103444,DF04,1,NA,TBD,0
126889,INSPX103445,DF04,4,NA,TBD,0
126890,INSPX103445,DF01,1,NA,TBD,0
126891,INSPX103446,DF01,5,NA,TBD,0
126892,INSPX103446,DF02,1,NA,TBD,0
126893,INSPX103447,DF04,5,NA,TBD,0
126894,INSPX103447,DF01,1,NA,TBD,0
126895,INSPX103448,DF01,6,NA,TBD,0
126896,INSPX103448,DF02,1,NA,TBD,0
126897,INSPX103449,DF02,1,NA,TBD,0
126898,INSPX103449,DF03,1,NA,TBD,0
126899,INSPX103450,DF04,6,NA,TBD,0
126900,INSPX103450,DF01,1,NA,TBD,0
126901,INSPX103451,DF01,1,NA,TBD,0
126902,INSPX103451,DF02,1,NA,TBD,0
126903,INSPX103452,DF02,2,NA,TBD,0
126904,INSPX103452,DF03,1,NA,TBD,0
126905,INSPX103453,DF04,1,NA,TBD,0
126906,INSPX103453,DF01,1,NA,TBD,0
126907,INSPX103454,DF01,2,NA,TBD,0
126908,INSPX103454,DF02,1,NA,TBD,0
126909,INSPX103455,DF02,3,NA,TBD,0
126910,INSPX103455,DF03,1,NA,TBD,0
126911,INSPX103456,DF04,2,NA,TBD,0
126912,INSPX103456,DF01,1,NA,TBD,0
126913,INSPX103457,DF01,3,NA,TBD,0
126914,INSPX103457,DF02,1,NA,TBD,0
126915,INSPX103458,DF02,4,NA,TBD,0
126916,INSPX103458,DF03,1,NA,TBD,0
126917,INSPX103459,DF04,3,NA,TBD,0
126918,INSPX103459,DF01,1,NA,TBD,0
126919,INSPX103460,DF01,4,NA,TBD,0
126920,INSPX103460,DF02,1,NA,TBD,0
126921,INSPX103461,DF02,5,NA,TBD,0
126922,INSPX103461,DF03,1,NA,TBD,0
126923,INSPX103462,DF04,4,NA,TBD,0
126924,INSPX103462,DF01,1,NA,TBD,0
126925,INSPX103463,DF01,5,NA,TBD,0
126926,INSPX103463,DF02,1,NA,TBD,0
126927,INSPX103464,DF02,6,NA,TBD,0
126928,INSPX103464,DF03,1,NA,TBD,0
126929,INSPX103465,DF04,5,NA,TBD,0
126930,INSPX103465,DF01,1,NA,TBD,0
126931,INSPX103466,DF01,6,NA,TBD,0
126932,INSPX103466,DF02,1,NA,TBD,0
126933,INSPX103467,DF02,1,NA,TBD,0
126934,INSPX103467,DF03,1,NA,TBD,0
126935,INSPX103468,DF04,6,NA,TBD,0
126936,INSPX103468,DF01,1,NA,TBD,0
126937,INSPX103469,DF01,1,NA,TBD,0
126938,INSPX103469,DF02,1,NA,TBD,0
126939,INSPX103470,DF02,2,NA,TBD,0
126940,INSPX103470,DF03,1,NA,TBD,0
126941,INSPX103471,DF04,1,NA,TBD,0
126942,INSPX103471,DF01,1,NA,TBD,0
126943,INSPX103472,DF01,2,NA,TBD,0
126944,INSPX103472,DF02,1,NA,TBD,0
126945,INSPX103473,DF02,3,NA,TBD,0
126946,INSPX103473,DF03,1,NA,TBD,0
126947,INSPX103474,DF04,2,NA,TBD,0
126948,INSPX103474,DF01,1,NA,TBD,0
126949,INSPX103475,DF01,3,NA,TBD,0
126950,INSPX103475,DF02,1,NA,TBD,0
126951,INSPX103476,DF02,4,NA,TBD,0
126952,INSPX103476,DF03,1,NA,TBD,0
126953,INSPX103477,DF04,3,NA,TBD,0
126954,INSPX103477,DF01,1,NA,TBD,0
126955,INSPX103478,DF01,4,NA,TBD,0
126956,INSPX103478,DF02,1,NA,TBD,0
126957,INSPX103479,DF02,5,NA,TBD,0
126958,INSPX103479,DF03,1,NA,TBD,0
126959,INSPX103480,DF04,4,NA,TBD,0
126960,INSPX103480,DF01,1,NA,TBD,0
126961,INSPX103481,DF01,5,NA,TBD,0
126962,INSPX103481,DF02,1,NA,TBD,0
126963,INSPX103482,DF02,6,NA,TBD,0
126964,INSPX103482,DF03,1,NA,TBD,0
126965,INSPX103483,DF04,5,NA,TBD,0
126966,INSPX103483,DF01,1,NA,TBD,0
126967,INSPX103484,DF01,6,NA,TBD,0
126968,INSPX103484,DF02,1,NA,TBD,0
126969,INSPX103485,DF02,1,NA,TBD,0
126970,INSPX103485,DF03,1,NA,TBD,0
126971,INSPX103486,DF04,6,NA,TBD,0
126972,INSPX103486,DF01,1,NA,TBD,0
126973,INSPX103487,DF01,1,NA,TBD,0
126974,INSPX103487,DF02,1,NA,TBD,0
126975,INSPX103488,DF02,2,NA,TBD,0
126976,INSPX103488,DF03,1,NA,TBD,0
126977,INSPX103489,DF04,1,NA,TBD,0
126978,INSPX103489,DF01,1,NA,TBD,0
126979,INSPX103490,DF01,2,NA,TBD,0
126980,INSPX103490,DF02,1,NA,TBD,0
126981,INSPX103491,DF02,3,NA,TBD,0
126982,INSPX103491,DF03,1,NA,TBD,0
126983,INSPX103492,DF04,2,NA,TBD,0
126984,INSPX103492,DF01,1,NA,TBD,0
126985,INSPX103493,DF01,3,NA,TBD,0
126986,INSPX103493,DF02,1,NA,TBD,0
126987,INSPX103494,DF02,4,NA,TBD,0
126988,INSPX103494,DF03,1,NA,TBD,0
126989,INSPX103495,DF04,3,NA,TBD,0
126990,INSPX103495,DF01,1,NA,TBD,0
126991,INSPX103496,DF01,4,NA,TBD,0
126992,INSPX103496,DF02,1,NA,TBD,0
126993,INSPX103497,DF02,5,NA,TBD,0
126994,INSPX103497,DF03,1,NA,TBD,0
126995,INSPX103498,DF04,4,NA,TBD,0
126996,INSPX103498,DF01,1,NA,TBD,0
126997,INSPX103499,DF01,5,NA,TBD,0
126998,INSPX103499,DF02,1,NA,TBD,0
126999,INSPX103500,DF02,6,NA,TBD,0
127000,INSPX103500,DF03,1,NA,TBD,0
127001,INSPX103501,DF04,5,NA,TBD,0
127002,INSPX103501,DF01,1,NA,TBD,0
127003,INSPX103502,DF01,6,NA,TBD,0
127004,INSPX103502,DF02,1,NA,TBD,0
127005,INSPX103503,DF02,1,NA,TBD,0
127006,INSPX103503,DF03,1,NA,TBD,0
