opr_id,work_order_id,opr_seq,work_center_cd,std_cycle_min,actual_cycle_min,setup_min,wait_min,opr_status_cd
51079,WOX020360,2,ASM,3.4,3.4,0.0,0.0,CMP
51080,WOX020360,3,PACK,1.8,1.8,0.0,0.0,CMP
51081,WOX020361,1,SMT,2.6,2.65,0.0,0.0,CMP
51082,WOX020361,2,ASM,3.4,3.47,0.0,0.0,CMP
51083,WOX020361,3,PACK,1.8,1.84,0.0,0.0,CMP
51084,WOX020362,1,SMT,2.6,2.7,0.0,0.0,CMP
51085,WOX020362,2,ASM,3.4,3.54,0.0,0.0,CMP
51086,WOX020362,3,PACK,1.8,1.87,0.0,0.0,CMP
51087,WOX020363,1,SMT,2.6,2.65,0.0,0.0,CMP
51088,WOX020363,2,ASM,3.4,3.47,0.0,0.0,CMP
51089,WOX020363,3,PACK,1.8,1.84,0.0,0.0,CMP
51090,WOX020364,1,SMT,2.6,2.7,0.0,0.0,CMP
51091,WOX020364,2,ASM,3.4,3.54,0.0,0.0,CMP
51092,WOX020364,3,PACK,1.8,1.87,0.0,0.0,CMP
51093,WOX020365,1,SMT,2.6,2.5,0.0,0.0,CMP
51094,WOX020365,2,ASM,3.4,3.26,0.0,0.0,CMP
51095,WOX020365,3,PACK,1.8,1.73,0.0,0.0,CMP
51096,WOX020366,1,SMT,2.6,2.7,0.0,0.0,CMP
51097,WOX020366,2,ASM,3.4,3.54,0.0,0.0,CMP
51098,WOX020366,3,PACK,1.8,1.87,0.0,0.0,CMP
51099,WOX020367,1,SMT,2.6,2.5,0.0,0.0,CMP
51100,WOX020367,2,ASM,3.4,3.26,0.0,0.0,CMP
51101,WOX020367,3,PACK,1.8,1.73,0.0,0.0,CMP
51102,WOX020368,1,SMT,2.6,2.55,0.0,0.0,CMP
51103,WOX020368,2,ASM,3.4,3.33,0.0,0.0,CMP
51104,WOX020368,3,PACK,1.8,1.76,0.0,0.0,CMP
51105,WOX020369,1,SMT,2.6,2.5,0.0,0.0,CMP
51106,WOX020369,2,ASM,3.4,3.26,0.0,0.0,CMP
51107,WOX020369,3,PACK,1.8,1.73,0.0,0.0,CMP
51108,WOX020370,1,SMT,2.6,2.55,0.0,0.0,CMP
51109,WOX020370,2,ASM,3.4,3.33,0.0,0.0,CMP
51110,WOX020370,3,PACK,1.8,1.76,0.0,0.0,CMP
51111,WOX020371,1,SMT,2.6,2.6,0.0,0.0,CMP
51112,WOX020371,2,ASM,3.4,3.4,0.0,0.0,CMP
51113,WOX020371,3,PACK,1.8,1.8,0.0,0.0,CMP
51114,WOX020372,1,SMT,2.6,2.55,0.0,0.0,CMP
51115,WOX020372,2,ASM,3.4,3.33,0.0,0.0,CMP
51116,WOX020372,3,PACK,1.8,1.76,0.0,0.0,CMP
51117,WOX020373,1,SMT,2.6,2.6,0.0,0.0,CMP
51118,WOX020373,2,ASM,3.4,3.4,0.0,0.0,CMP
51119,WOX020373,3,PACK,1.8,1.8,0.0,0.0,CMP
51120,WOX020374,1,SMT,2.6,2.65,0.0,0.0,CMP
51121,WOX020374,2,ASM,3.4,3.47,0.0,0.0,CMP
51122,WOX020374,3,PACK,1.8,1.84,0.0,0.0,CMP
51123,WOX020375,1,SMT,2.6,2.6,0.0,0.0,CMP
51124,WOX020375,2,ASM,3.4,3.4,0.0,0.0,CMP
51125,WOX020375,3,PACK,1.8,1.8,0.0,0.0,CMP
51126,WOX020376,1,SMT,2.6,2.65,0.0,0.0,CMP
51127,WOX020376,2,ASM,3.4,3.47,0.0,0.0,CMP
51128,WOX020376,3,PACK,1.8,1.84,0.0,0.0,CMP
51129,WOX020377,1,SMT,2.6,2.7,0.0,0.0,CMP
51130,WOX020377,2,ASM,3.4,3.54,0.0,0.0,CMP
51131,WOX020377,3,PACK,1.8,1.87,0.0,0.0,CMP
51132,WOX020378,1,SMT,2.6,2.65,0.0,0.0,CMP
51133,WOX020378,2,ASM,3.4,3.47,0.0,0.0,CMP
51134,WOX020378,3,PACK,1.8,1.84,0.0,0.0,CMP
51135,WOX020379,1,SMT,2.6,2.7,0.0,0.0,CMP
51136,WOX020379,2,ASM,3.4,3.54,0.0,0.0,CMP
51137,WOX020379,3,PACK,1.8,1.87,0.0,0.0,CMP
51138,WOX020380,1,SMT,2.6,2.5,0.0,0.0,CMP
51139,WOX020380,2,ASM,3.4,3.26,0.0,0.0,CMP
51140,WOX020380,3,PACK,1.8,1.73,0.0,0.0,CMP
51141,WOX020381,1,SMT,2.6,2.7,0.0,0.0,CMP
51142,WOX020381,2,ASM,3.4,3.54,0.0,0.0,CMP
51143,WOX020381,3,PACK,1.8,1.87,0.0,0.0,CMP
51144,WOX020382,1,SMT,2.6,2.5,0.0,0.0,CMP
51145,WOX020382,2,ASM,3.4,3.26,0.0,0.0,CMP
51146,WOX020382,3,PACK,1.8,1.73,0.0,0.0,CMP
51147,WOX020383,1,SMT,2.6,2.55,0.0,0.0,CMP
51148,WOX020383,2,ASM,3.4,3.33,0.0,0.0,CMP
51149,WOX020383,3,PACK,1.8,1.76,0.0,0.0,CMP
51150,WOX020384,1,SMT,2.6,2.5,0.0,0.0,CMP
51151,WOX020384,2,ASM,3.4,3.26,0.0,0.0,CMP
51152,WOX020384,3,PACK,1.8,1.73,0.0,0.0,CMP
51153,WOX020385,1,SMT,2.6,2.55,0.0,0.0,CMP
51154,WOX020385,2,ASM,3.4,3.33,0.0,0.0,CMP
51155,WOX020385,3,PACK,1.8,1.76,0.0,0.0,CMP
51156,WOX020386,1,SMT,2.6,2.6,0.0,0.0,CMP
51157,WOX020386,2,ASM,3.4,3.4,0.0,0.0,CMP
51158,WOX020386,3,PACK,1.8,1.8,0.0,0.0,CMP
51159,WOX020387,1,SMT,2.6,2.55,0.0,0.0,CMP
51160,WOX020387,2,ASM,3.4,3.33,0.0,0.0,CMP
51161,WOX020387,3,PACK,1.8,1.76,0.0,0.0,CMP
51162,WOX020388,1,SMT,2.6,2.6,0.0,0.0,CMP
51163,WOX020388,2,ASM,3.4,3.4,0.0,0.0,CMP
51164,WOX020388,3,PACK,1.8,1.8,0.0,0.0,CMP
51165,WOX020389,1,SMT,2.6,2.65,0.0,0.0,CMP
51166,WOX020389,2,ASM,3.4,3.47,0.0,0.0,CMP
51167,WOX020389,3,PACK,1.8,1.84,0.0,0.0,CMP
51168,WOX020390,1,SMT,2.6,2.6,0.0,0.0,CMP
51169,WOX020390,2,ASM,3.4,3.4,0.0,0.0,CMP
51170,WOX020390,3,PACK,1.8,1.8,0.0,0.0,CMP
51171,WOX020391,1,SMT,2.6,2.65,0.0,0.0,CMP
51172,WOX020391,2,ASM,3.4,3.47,0.0,0.0,CMP
51173,WOX020391,3,PACK,1.8,1.84,0.0,0.0,CMP
51174,WOX020392,1,SMT,2.6,2.7,0.0,0.0,CMP
51175,WOX020392,2,ASM,3.4,3.54,0.0,0.0,CMP
51176,WOX020392,3,PACK,1.8,1.87,0.0,0.0,CMP
51177,WOX020393,1,SMT,2.6,2.65,0.0,0.0,CMP
51178,WOX020393,2,ASM,3.4,3.47,0.0,0.0,CMP
51179,WOX020393,3,PACK,1.8,1.84,0.0,0.0,CMP
51180,WOX020394,1,SMT,2.6,2.7,0.0,0.0,CMP
51181,WOX020394,2,ASM,3.4,3.54,0.0,0.0,CMP
51182,WOX020394,3,PACK,1.8,1.87,0.0,0.0,CMP
51183,WOX020395,1,SMT,2.6,2.5,0.0,0.0,CMP
51184,WOX020395,2,ASM,3.4,3.26,0.0,0.0,CMP
51185,WOX020395,3,PACK,1.8,1.73,0.0,0.0,CMP
51186,WOX020396,1,SMT,2.6,2.7,0.0,0.0,CMP
51187,WOX020396,2,ASM,3.4,3.54,0.0,0.0,CMP
51188,WOX020396,3,PACK,1.8,1.87,0.0,0.0,CMP
51189,WOX020397,1,SMT,2.6,2.5,0.0,0.0,CMP
51190,WOX020397,2,ASM,3.4,3.26,0.0,0.0,CMP
51191,WOX020397,3,PACK,1.8,1.73,0.0,0.0,CMP
51192,WOX020398,1,SMT,2.6,2.55,0.0,0.0,CMP
51193,WOX020398,2,ASM,3.4,3.33,0.0,0.0,CMP
51194,WOX020398,3,PACK,1.8,1.76,0.0,0.0,CMP
51195,WOX020399,1,SMT,2.6,2.5,0.0,0.0,CMP
51196,WOX020399,2,ASM,3.4,3.26,0.0,0.0,CMP
51197,WOX020399,3,PACK,1.8,1.73,0.0,0.0,CMP
51198,WOX020400,1,SMT,2.6,2.55,0.0,0.0,CMP
51199,WOX020400,2,ASM,3.4,3.33,0.0,0.0,CMP
51200,WOX020400,3,PACK,1.8,1.76,0.0,0.0,CMP
51201,WOX020401,1,SMT,2.6,2.6,0.0,0.0,CMP
51202,WOX020401,2,ASM,3.4,3.4,0.0,0.0,CMP
51203,WOX020401,3,PACK,1.8,1.8,0.0,0.0,CMP
51204,WOX020402,1,SMT,2.6,2.55,0.0,0.0,CMP
51205,WOX020402,2,ASM,3.4,3.33,0.0,0.0,CMP
51206,WOX020402,3,PACK,1.8,1.76,0.0,0.0,CMP
51207,WOX020403,1,SMT,2.6,2.6,0.0,0.0,CMP
51208,WOX020403,2,ASM,3.4,3.4,0.0,0.0,CMP
51209,WOX020403,3,PACK,1.8,1.8,0.0,0.0,CMP
51210,WOX020404,1,SMT,2.6,2.65,0.0,0.0,CMP
51211,WOX020404,2,ASM,3.4,3.47,0.0,0.0,CMP
51212,WOX020404,3,PACK,1.8,1.84,0.0,0.0,CMP
51213,WOX020405,1,SMT,2.6,2.6,0.0,0.0,CMP
51214,WOX020405,2,ASM,3.4,3.4,0.0,0.0,CMP
51215,WOX020405,3,PACK,1.8,1.8,0.0,0.0,CMP
51216,WOX020406,1,SMT,2.6,2.65,0.0,0.0,CMP
51217,WOX020406,2,ASM,3.4,3.47,0.0,0.0,CMP
51218,WOX020406,3,PACK,1.8,1.84,0.0,0.0,CMP
51219,WOX020407,1,SMT,2.6,2.7,0.0,0.0,CMP
51220,WOX020407,2,ASM,3.4,3.54,0.0,0.0,CMP
51221,WOX020407,3,PACK,1.8,1.87,0.0,0.0,CMP
51222,WOX020408,1,SMT,2.6,2.65,0.0,0.0,CMP
51223,WOX020408,2,ASM,3.4,3.47,0.0,0.0,CMP
51224,WOX020408,3,PACK,1.8,1.84,0.0,0.0,CMP
51225,WOX020409,1,SMT,2.6,2.7,0.0,0.0,CMP
51226,WOX020409,2,ASM,3.4,3.54,0.0,0.0,CMP
51227,WOX020409,3,PACK,1.8,1.87,0.0,0.0,CMP
51228,WOX020410,1,SMT,2.6,2.5,0.0,0.0,CMP
51229,WOX020410,2,ASM,3.4,3.26,0.0,0.0,CMP
51230,WOX020410,3,PACK,1.8,1.73,0.0,0.0,CMP
51231,WOX020411,1,SMT,2.6,2.7,0.0,0.0,CMP
51232,WOX020411,2,ASM,3.4,3.54,0.0,0.0,CMP
51233,WOX020411,3,PACK,1.8,1.87,0.0,0.0,CMP
51234,WOX020412,1,SMT,2.6,2.5,0.0,0.0,CMP
51235,WOX020412,2,ASM,3.4,3.26,0.0,0.0,CMP
51236,WOX020412,3,PACK,1.8,1.73,0.0,0.0,CMP
51237,WOX020413,1,SMT,2.6,2.55,0.0,0.0,CMP
51238,WOX020413,2,ASM,3.4,3.33,0.0,0.0,CMP
51239,WOX020413,3,PACK,1.8,1.76,0.0,0.0,CMP
51240,WOX020414,1,SMT,2.6,2.5,0.0,0.0,CMP
51241,WOX020414,2,ASM,3.4,3.26,0.0,0.0,CMP
51242,WOX020414,3,PACK,1.8,1.73,0.0,0.0,CMP
51243,WOX020415,1,SMT,2.6,2.55,0.0,0.0,CMP
51244,WOX020415,2,ASM,3.4,3.33,0.0,0.0,CMP
51245,WOX020415,3,PACK,1.8,1.76,0.0,0.0,CMP
51246,WOX020416,1,SMT,2.6,2.6,0.0,0.0,CMP
51247,WOX020416,2,ASM,3.4,3.4,0.0,0.0,CMP
51248,WOX020416,3,PACK,1.8,1.8,0.0,0.0,CMP
51249,WOX020417,1,SMT,2.6,2.55,0.0,0.0,CMP
51250,WOX020417,2,ASM,3.4,3.33,0.0,0.0,CMP
51251,WOX020417,3,PACK,1.8,1.76,0.0,0.0,CMP
51252,WOX020418,1,SMT,2.6,2.6,0.0,0.0,CMP
51253,WOX020418,2,ASM,3.4,3.4,0.0,0.0,CMP
51254,WOX020418,3,PACK,1.8,1.8,0.0,0.0,CMP
51255,WOX020419,1,SMT,2.6,2.65,0.0,0.0,CMP
51256,WOX020419,2,ASM,3.4,3.47,0.0,0.0,CMP
51257,WOX020419,3,PACK,1.8,1.84,0.0,0.0,CMP
51258,WOX020420,1,SMT,2.6,2.6,0.0,0.0,CMP
51259,WOX020420,2,ASM,3.4,3.4,0.0,0.0,CMP
51260,WOX020420,3,PACK,1.8,1.8,0.0,0.0,CMP
51261,WOX020421,1,SMT,2.6,2.65,0.0,0.0,CMP
51262,WOX020421,2,ASM,3.4,3.47,0.0,0.0,CMP
51263,WOX020421,3,PACK,1.8,1.84,0.0,0.0,CMP
51264,WOX020422,1,SMT,2.6,2.7,0.0,0.0,CMP
51265,WOX020422,2,ASM,3.4,3.54,0.0,0.0,CMP
51266,WOX020422,3,PACK,1.8,1.87,0.0,0.0,CMP
51267,WOX020423,1,SMT,2.6,2.65,0.0,0.0,CMP
51268,WOX020423,2,ASM,3.4,3.47,0.0,0.0,CMP
51269,WOX020423,3,PACK,1.8,1.84,0.0,0.0,CMP
51270,WOX020424,1,SMT,2.6,2.7,0.0,0.0,CMP
51271,WOX020424,2,ASM,3.4,3.54,0.0,0.0,CMP
51272,WOX020424,3,PACK,1.8,1.87,0.0,0.0,CMP
51273,WOX020425,1,SMT,2.6,2.5,0.0,0.0,CMP
51274,WOX020425,2,ASM,3.4,3.26,0.0,0.0,CMP
51275,WOX020425,3,PACK,1.8,1.73,0.0,0.0,CMP
51276,WOX020426,1,SMT,2.6,2.7,0.0,0.0,CMP
51277,WOX020426,2,ASM,3.4,3.54,0.0,0.0,CMP
51278,WOX020426,3,PACK,1.8,1.87,0.0,0.0,CMP
51279,WOX020427,1,SMT,2.6,2.5,0.0,0.0,CMP
51280,WOX020427,2,ASM,3.4,3.26,0.0,0.0,CMP
51281,WOX020427,3,PACK,1.8,1.73,0.0,0.0,CMP
51282,WOX020428,1,SMT,2.6,2.55,0.0,0.0,CMP
51283,WOX020428,2,ASM,3.4,3.33,0.0,0.0,CMP
51284,WOX020428,3,PACK,1.8,1.76,0.0,0.0,CMP
51285,WOX020429,1,SMT,2.6,2.5,0.0,0.0,CMP
51286,WOX020429,2,ASM,3.4,3.26,0.0,0.0,CMP
51287,WOX020429,3,PACK,1.8,1.73,0.0,0.0,CMP
51288,WOX020430,1,SMT,2.6,2.55,0.0,0.0,CMP
51289,WOX020430,2,ASM,3.4,3.33,0.0,0.0,CMP
51290,WOX020430,3,PACK,1.8,1.76,0.0,0.0,CMP
51291,WOX020431,1,SMT,2.6,2.6,0.0,0.0,CMP
51292,WOX020431,2,ASM,3.4,3.4,0.0,0.0,CMP
51293,WOX020431,3,PACK,1.8,1.8,0.0,0.0,CMP
51294,WOX020432,1,SMT,2.6,2.55,0.0,0.0,CMP
51295,WOX020432,2,ASM,3.4,3.33,0.0,0.0,CMP
51296,WOX020432,3,PACK,1.8,1.76,0.0,0.0,CMP
51297,WOX020433,1,SMT,2.6,2.6,0.0,0.0,CMP
51298,WOX020433,2,ASM,3.4,3.4,0.0,0.0,CMP
51299,WOX020433,3,PACK,1.8,1.8,0.0,0.0,CMP
51300,WOX020434,1,SMT,2.6,2.65,0.0,0.0,CMP
51301,WOX020434,2,ASM,3.4,3.47,0.0,0.0,CMP
51302,WOX020434,3,PACK,1.8,1.84,0.0,0.0,CMP
51303,WOX020435,1,SMT,2.6,2.6,0.0,0.0,CMP
51304,WOX020435,2,ASM,3.4,3.4,0.0,0.0,CMP
51305,WOX020435,3,PACK,1.8,1.8,0.0,0.0,CMP
51306,WOX020436,1,SMT,2.6,2.65,0.0,0.0,CMP
51307,WOX020436,2,ASM,3.4,3.47,0.0,0.0,CMP
51308,WOX020436,3,PACK,1.8,1.84,0.0,0.0,CMP
51309,WOX020437,1,SMT,2.6,2.7,0.0,0.0,CMP
51310,WOX020437,2,ASM,3.4,3.54,0.0,0.0,CMP
51311,WOX020437,3,PACK,1.8,1.87,0.0,0.0,CMP
51312,WOX020438,1,SMT,2.6,2.65,0.0,0.0,CMP
51313,WOX020438,2,ASM,3.4,3.47,0.0,0.0,CMP
51314,WOX020438,3,PACK,1.8,1.84,0.0,0.0,CMP
51315,WOX020439,1,SMT,2.6,2.7,0.0,0.0,CMP
51316,WOX020439,2,ASM,3.4,3.54,0.0,0.0,CMP
51317,WOX020439,3,PACK,1.8,1.87,0.0,0.0,CMP
51318,WOX020440,1,SMT,2.6,2.5,0.0,0.0,CMP
51319,WOX020440,2,ASM,3.4,3.26,0.0,0.0,CMP
51320,WOX020440,3,PACK,1.8,1.73,0.0,0.0,CMP
51321,WOX020441,1,SMT,2.6,2.7,0.0,0.0,CMP
51322,WOX020441,2,ASM,3.4,3.54,0.0,0.0,CMP
51323,WOX020441,3,PACK,1.8,1.87,0.0,0.0,CMP
51324,WOX020442,1,SMT,2.6,2.5,0.0,0.0,CMP
51325,WOX020442,2,ASM,3.4,3.26,0.0,0.0,CMP
51326,WOX020442,3,PACK,1.8,1.73,0.0,0.0,CMP
51327,WOX020443,1,SMT,2.6,2.55,0.0,0.0,CMP
51328,WOX020443,2,ASM,3.4,3.33,0.0,0.0,CMP
51329,WOX020443,3,PACK,1.8,1.76,0.0,0.0,CMP
51330,WOX020444,1,SMT,2.6,2.5,0.0,0.0,CMP
51331,WOX020444,2,ASM,3.4,3.26,0.0,0.0,CMP
51332,WOX020444,3,PACK,1.8,1.73,0.0,0.0,CMP
51333,WOX020445,1,SMT,2.6,2.55,0.0,0.0,CMP
51334,WOX020445,2,ASM,3.4,3.33,0.0,0.0,CMP
51335,WOX020445,3,PACK,1.8,1.76,0.0,0.0,CMP
51336,WOX020446,1,SMT,2.6,2.6,0.0,0.0,CMP
51337,WOX020446,2,ASM,3.4,3.4,0.0,0.0,CMP
51338,WOX020446,3,PACK,1.8,1.8,0.0,0.0,CMP
51339,WOX020447,1,SMT,2.6,2.55,0.0,0.0,CMP
51340,WOX020447,2,ASM,3.4,3.33,0.0,0.0,CMP
51341,WOX020447,3,PACK,1.8,1.76,0.0,0.0,CMP
51342,WOX020448,1,SMT,2.6,2.6,0.0,0.0,CMP
51343,WOX020448,2,ASM,3.4,3.4,0.0,0.0,CMP
51344,WOX020448,3,PACK,1.8,1.8,0.0,0.0,CMP
51345,WOX020449,1,SMT,2.6,2.65,0.0,0.0,CMP
51346,WOX020449,2,ASM,3.4,3.47,0.0,0.0,CMP
51347,WOX020449,3,PACK,1.8,1.84,0.0,0.0,CMP
51348,WOX020450,1,SMT,2.6,2.6,0.0,0.0,CMP
51349,WOX020450,2,ASM,3.4,3.4,0.0,0.0,CMP
51350,WOX020450,3,PACK,1.8,1.8,0.0,0.0,CMP
51351,WOX020451,1,SMT,2.6,2.65,0.0,0.0,CMP
51352,WOX020451,2,ASM,3.4,3.47,0.0,0.0,CMP
51353,WOX020451,3,PACK,1.8,1.84,0.0,0.0,CMP
51354,WOX020452,1,SMT,2.6,2.7,0.0,0.0,CMP
51355,WOX020452,2,ASM,3.4,3.54,0.0,0.0,CMP
51356,WOX020452,3,PACK,1.8,1.87,0.0,0.0,CMP
51357,WOX020453,1,SMT,2.6,2.65,0.0,0.0,CMP
51358,WOX020453,2,ASM,3.4,3.47,0.0,0.0,CMP
51359,WOX020453,3,PACK,1.8,1.84,0.0,0.0,CMP
51360,WOX020454,1,SMT,2.6,2.7,0.0,0.0,CMP
51361,WOX020454,2,ASM,3.4,3.54,0.0,0.0,CMP
51362,WOX020454,3,PACK,1.8,1.87,0.0,0.0,CMP
51363,WOX020455,1,SMT,2.6,2.5,0.0,0.0,CMP
51364,WOX020455,2,ASM,3.4,3.26,0.0,0.0,CMP
51365,WOX020455,3,PACK,1.8,1.73,0.0,0.0,CMP
51366,WOX020456,1,SMT,2.6,2.7,0.0,0.0,CMP
51367,WOX020456,2,ASM,3.4,3.54,0.0,0.0,CMP
51368,WOX020456,3,PACK,1.8,1.87,0.0,0.0,CMP
51369,WOX020457,1,SMT,2.6,2.5,0.0,0.0,CMP
51370,WOX020457,2,ASM,3.4,3.26,0.0,0.0,CMP
51371,WOX020457,3,PACK,1.8,1.73,0.0,0.0,CMP
51372,WOX020458,1,SMT,2.6,2.55,0.0,0.0,CMP
51373,WOX020458,2,ASM,3.4,3.33,0.0,0.0,CMP
51374,WOX020458,3,PACK,1.8,1.76,0.0,0.0,CMP
51375,WOX020459,1,SMT,2.6,2.5,0.0,0.0,CMP
51376,WOX020459,2,ASM,3.4,3.26,0.0,0.0,CMP
51377,WOX020459,3,PACK,1.8,1.73,0.0,0.0,CMP
51378,WOX020460,1,SMT,2.6,2.55,0.0,0.0,CMP
51379,WOX020460,2,ASM,3.4,3.33,0.0,0.0,CMP
51380,WOX020460,3,PACK,1.8,1.76,0.0,0.0,CMP
51381,WOX020461,1,SMT,2.6,2.6,0.0,0.0,CMP
51382,WOX020461,2,ASM,3.4,3.4,0.0,0.0,CMP
51383,WOX020461,3,PACK,1.8,1.8,0.0,0.0,CMP
51384,WOX020462,1,SMT,2.6,2.55,0.0,0.0,CMP
51385,WOX020462,2,ASM,3.4,3.33,0.0,0.0,CMP
51386,WOX020462,3,PACK,1.8,1.76,0.0,0.0,CMP
51387,WOX020463,1,SMT,2.6,2.6,0.0,0.0,CMP
51388,WOX020463,2,ASM,3.4,3.4,0.0,0.0,CMP
51389,WOX020463,3,PACK,1.8,1.8,0.0,0.0,CMP
51390,WOX020464,1,SMT,2.6,2.65,0.0,0.0,CMP
51391,WOX020464,2,ASM,3.4,3.47,0.0,0.0,CMP
51392,WOX020464,3,PACK,1.8,1.84,0.0,0.0,CMP
51393,WOX020465,1,SMT,2.6,2.6,0.0,0.0,CMP
51394,WOX020465,2,ASM,3.4,3.4,0.0,0.0,CMP
51395,WOX020465,3,PACK,1.8,1.8,0.0,0.0,CMP
51396,WOX020466,1,SMT,2.6,2.65,0.0,0.0,CMP
51397,WOX020466,2,ASM,3.4,3.47,0.0,0.0,CMP
51398,WOX020466,3,PACK,1.8,1.84,0.0,0.0,CMP
51399,WOX020467,1,SMT,2.6,2.7,0.0,0.0,CMP
51400,WOX020467,2,ASM,3.4,3.54,0.0,0.0,CMP
51401,WOX020467,3,PACK,1.8,1.87,0.0,0.0,CMP
51402,WOX020468,1,SMT,2.6,2.65,0.0,0.0,CMP
51403,WOX020468,2,ASM,3.4,3.47,0.0,0.0,CMP
51404,WOX020468,3,PACK,1.8,1.84,0.0,0.0,CMP
51405,WOX020469,1,SMT,2.6,2.7,0.0,0.0,CMP
51406,WOX020469,2,ASM,3.4,3.54,0.0,0.0,CMP
51407,WOX020469,3,PACK,1.8,1.87,0.0,0.0,CMP
51408,WOX020470,1,SMT,2.6,2.5,0.0,0.0,CMP
51409,WOX020470,2,ASM,3.4,3.26,0.0,0.0,CMP
51410,WOX020470,3,PACK,1.8,1.73,0.0,0.0,CMP
51411,WOX020471,1,SMT,2.6,2.7,0.0,0.0,CMP
51412,WOX020471,2,ASM,3.4,3.54,0.0,0.0,CMP
51413,WOX020471,3,PACK,1.8,1.87,0.0,0.0,CMP
51414,WOX020472,1,SMT,2.6,2.5,0.0,0.0,CMP
51415,WOX020472,2,ASM,3.4,3.26,0.0,0.0,CMP
51416,WOX020472,3,PACK,1.8,1.73,0.0,0.0,CMP
51417,WOX020473,1,SMT,2.6,2.55,0.0,0.0,CMP
51418,WOX020473,2,ASM,3.4,3.33,0.0,0.0,CMP
51419,WOX020473,3,PACK,1.8,1.76,0.0,0.0,CMP
51420,WOX020474,1,SMT,2.6,2.5,0.0,0.0,CMP
51421,WOX020474,2,ASM,3.4,3.26,0.0,0.0,CMP
51422,WOX020474,3,PACK,1.8,1.73,0.0,0.0,CMP
51423,WOX020475,1,SMT,2.6,2.55,0.0,0.0,CMP
51424,WOX020475,2,ASM,3.4,3.33,0.0,0.0,CMP
51425,WOX020475,3,PACK,1.8,1.76,0.0,0.0,CMP
51426,WOX020476,1,SMT,2.6,2.6,0.0,0.0,CMP
51427,WOX020476,2,ASM,3.4,3.4,0.0,0.0,CMP
51428,WOX020476,3,PACK,1.8,1.8,0.0,0.0,CMP
51429,WOX020477,1,SMT,2.6,2.55,0.0,0.0,CMP
51430,WOX020477,2,ASM,3.4,3.33,0.0,0.0,CMP
51431,WOX020477,3,PACK,1.8,1.76,0.0,0.0,CMP
51432,WOX020478,1,SMT,2.6,2.6,0.0,0.0,CMP
51433,WOX020478,2,ASM,3.4,3.4,0.0,0.0,CMP
51434,WOX020478,3,PACK,1.8,1.8,0.0,0.0,CMP
51435,WOX020479,1,SMT,2.6,2.65,0.0,0.0,CMP
51436,WOX020479,2,ASM,3.4,3.47,0.0,0.0,CMP
51437,WOX020479,3,PACK,1.8,1.84,0.0,0.0,CMP
51438,WOX020480,1,SMT,2.6,2.6,0.0,0.0,CMP
51439,WOX020480,2,ASM,3.4,3.4,0.0,0.0,CMP
51440,WOX020480,3,PACK,1.8,1.8,0.0,0.0,CMP
51441,WOX020481,1,SMT,2.6,2.65,0.0,0.0,CMP
51442,WOX020481,2,ASM,3.4,3.47,0.0,0.0,CMP
51443,WOX020481,3,PACK,1.8,1.84,0.0,0.0,CMP
51444,WOX020482,1,SMT,2.6,2.7,0.0,0.0,CMP
51445,WOX020482,2,ASM,3.4,3.54,0.0,0.0,CMP
51446,WOX020482,3,PACK,1.8,1.87,0.0,0.0,CMP
51447,WOX020483,1,SMT,2.6,2.65,0.0,0.0,CMP
51448,WOX020483,2,ASM,3.4,3.47,0.0,0.0,CMP
51449,WOX020483,3,PACK,1.8,1.84,0.0,0.0,CMP
51450,WOX020484,1,SMT,2.6,2.7,0.0,0.0,CMP
51451,WOX020484,2,ASM,3.4,3.54,0.0,0.0,CMP
51452,WOX020484,3,PACK,1.8,1.87,0.0,0.0,CMP
51453,WOX020485,1,SMT,2.6,2.5,0.0,0.0,CMP
51454,WOX020485,2,ASM,3.4,3.26,0.0,0.0,CMP
51455,WOX020485,3,PACK,1.8,1.73,0.0,0.0,CMP
51456,WOX020486,1,SMT,2.6,2.7,0.0,0.0,CMP
51457,WOX020486,2,ASM,3.4,3.54,0.0,0.0,CMP
51458,WOX020486,3,PACK,1.8,1.87,0.0,0.0,CMP
51459,WOX020487,1,SMT,2.6,2.5,0.0,0.0,CMP
51460,WOX020487,2,ASM,3.4,3.26,0.0,0.0,CMP
51461,WOX020487,3,PACK,1.8,1.73,0.0,0.0,CMP
51462,WOX020488,1,SMT,2.6,2.55,0.0,0.0,CMP
51463,WOX020488,2,ASM,3.4,3.33,0.0,0.0,CMP
51464,WOX020488,3,PACK,1.8,1.76,0.0,0.0,CMP
51465,WOX020489,1,SMT,2.6,2.5,0.0,0.0,CMP
51466,WOX020489,2,ASM,3.4,3.26,0.0,0.0,CMP
51467,WOX020489,3,PACK,1.8,1.73,0.0,0.0,CMP
51468,WOX020490,1,SMT,2.6,2.55,0.0,0.0,CMP
51469,WOX020490,2,ASM,3.4,3.33,0.0,0.0,CMP
51470,WOX020490,3,PACK,1.8,1.76,0.0,0.0,CMP
51471,WOX020491,1,SMT,2.6,2.6,0.0,0.0,CMP
51472,WOX020491,2,ASM,3.4,3.4,0.0,0.0,CMP
51473,WOX020491,3,PACK,1.8,1.8,0.0,0.0,CMP
51474,WOX020492,1,SMT,2.6,2.55,0.0,0.0,CMP
51475,WOX020492,2,ASM,3.4,3.33,0.0,0.0,CMP
51476,WOX020492,3,PACK,1.8,1.76,0.0,0.0,CMP
